,Date,Hour,RENEWABLES,NUCLEAR,THERMAL,IMPORTS,HYDRO
0,01/01/18,1,2028,2260,7236,7501,2102
1,01/01/18,2,2073,2259,6702,7453,2043
2,01/01/18,3,1924,2260,6266,7498,2033
3,01/01/18,4,1875,2261,6191,7333,1958
4,01/01/18,5,1922,2261,6384,7026,2046
5,01/01/18,6,1910,2262,6366,7458,2061
6,01/01/18,7,2066,2262,6357,7865,2117
7,01/01/18,8,2980,2262,5832,7658,1928
8,01/01/18,9,5880,2263,4664,5988,1779
9,01/01/18,10,7914,2263,4544,4000,1573
10,01/01/18,11,8495,2263,4492,3274,1601
11,01/01/18,12,8523,2263,4487,3373,1547
12,01/01/18,13,8699,2261,4395,3280,1597
13,01/01/18,14,8334,2260,4562,3698,1646
14,01/01/18,15,6728,2260,5184,4822,1873
15,01/01/18,16,4236,2259,6142,6547,2065
16,01/01/18,17,2274,2259,7376,8271,2501
17,01/01/18,18,2179,2260,8482,9316,3372
18,01/01/18,19,2243,2261,8254,9563,3684
19,01/01/18,20,2232,2261,7876,9500,3784
20,01/01/18,21,2232,2262,7556,9518,3443
21,01/01/18,22,2143,2263,7724,8906,2891
22,01/01/18,23,2081,2262,7220,8457,2435
23,01/01/18,24,2013,2262,6375,8132,2085
24,01/02/18,1,2007,2262,5909,8011,1866
25,01/02/18,2,1969,2261,5630,7596,1921
26,01/02/18,3,1943,2261,5507,7479,1892
27,01/02/18,4,1934,2261,5600,7425,1924
28,01/02/18,5,1875,2261,6036,7490,1930
29,01/02/18,6,1915,2262,6854,7633,2214
30,01/02/18,7,1980,2263,7687,8562,2453
31,01/02/18,8,2493,2262,8150,8652,2665
32,01/02/18,9,3990,2262,8492,7584,2428
33,01/02/18,10,5736,2263,8052,6724,2050
34,01/02/18,11,6538,2262,7489,6568,1817
35,01/02/18,12,7353,2261,7036,6134,1825
36,01/02/18,13,7676,2261,6944,6018,1822
37,01/02/18,14,7653,2260,6943,6155,1876
38,01/02/18,15,6664,2259,7849,6435,1979
39,01/02/18,16,4481,2259,8963,7471,2439
40,01/02/18,17,2548,2258,9942,8500,3229
41,01/02/18,18,2231,2259,11475,9058,3741
42,01/02/18,19,2447,2260,11131,9306,3685
43,01/02/18,20,2528,2260,10435,9271,3621
44,01/02/18,21,2487,2261,10017,8823,3649
45,01/02/18,22,2374,2262,9492,8659,3188
46,01/02/18,23,2301,2264,8526,8408,2617
47,01/02/18,24,2242,2264,7421,8333,2212
48,01/03/18,1,2211,2262,6243,8671,2101
49,01/03/18,2,2206,2262,5427,8688,2096
50,01/03/18,3,2120,2262,5298,8446,2087
51,01/03/18,4,2010,2261,5572,8209,2073
52,01/03/18,5,2002,2261,5938,8140,2133
53,01/03/18,6,2012,2261,6629,8272,2539
54,01/03/18,7,2074,2262,7666,8694,3185
55,01/03/18,8,2462,2261,8082,8864,3405
56,01/03/18,9,3882,2263,7818,8789,2569
57,01/03/18,10,5312,2264,7770,7927,2400
58,01/03/18,11,6438,2263,7372,7470,2344
59,01/03/18,12,5868,2262,7743,7967,2122
60,01/03/18,13,5008,2261,8139,8485,2297
61,01/03/18,14,4007,2260,8333,8648,3100
62,01/03/18,15,3774,2259,8557,8584,3152
63,01/03/18,16,2749,2259,9029,8916,3393
64,01/03/18,17,2209,2258,10026,8952,3587
65,01/03/18,18,2124,2258,11745,8995,3812
66,01/03/18,19,2161,2259,11044,9734,3713
67,01/03/18,20,2151,2259,10794,9452,3660
68,01/03/18,21,2101,2260,10496,9245,3373
69,01/03/18,22,2076,2263,9207,9493,3145
70,01/03/18,23,2126,2263,7940,8962,3013
71,01/03/18,24,2124,2262,6518,8853,2762
72,01/04/18,1,2102,2260,6126,8459,2497
73,01/04/18,2,2134,2258,5982,8194,2079
74,01/04/18,3,2018,2259,5713,8178,1922
75,01/04/18,4,1985,2259,5757,8015,1920
76,01/04/18,5,1969,2259,6242,7904,2104
77,01/04/18,6,2023,2260,7014,7990,2588
78,01/04/18,7,1974,2261,8308,8282,3085
79,01/04/18,8,2881,2261,8109,8676,3099
80,01/04/18,9,5055,2262,6996,8531,2349
81,01/04/18,10,7137,2263,6342,7455,1891
82,01/04/18,11,7850,2262,6394,6383,2053
83,01/04/18,12,7934,2262,6493,6048,1948
84,01/04/18,13,8130,2262,6415,5985,1733
85,01/04/18,14,8494,2261,5911,6113,1802
86,01/04/18,15,8056,2260,6294,6412,1926
87,01/04/18,16,5921,2259,7358,7574,2395
88,01/04/18,17,2813,2258,9200,8747,3440
89,01/04/18,18,2073,2258,11136,9384,3693
90,01/04/18,19,2048,2259,11311,9316,3633
91,01/04/18,20,2079,2259,10582,9524,3488
92,01/04/18,21,2094,2260,9508,9622,3635
93,01/04/18,22,2077,2260,8800,9334,3398
94,01/04/18,23,2126,2260,7775,8977,2924
95,01/04/18,24,2293,2261,6565,8968,2209
96,01/05/18,1,2369,2261,5642,8528,2214
97,01/05/18,2,2304,2261,5448,8316,2030
98,01/05/18,3,2118,2261,5856,8226,1951
99,01/05/18,4,1996,2261,6016,8082,1923
100,01/05/18,5,1964,2260,5723,8388,2209
101,01/05/18,6,2130,2261,6751,8264,2337
102,01/05/18,7,2223,2261,8125,8650,2421
103,01/05/18,8,3111,2261,8262,8661,2485
104,01/05/18,9,6526,2262,6386,7543,2216
105,01/05/18,10,8889,2262,5873,5519,2061
106,01/05/18,11,9001,2261,5738,5603,2088
107,01/05/18,12,9185,2262,5626,5700,1874
108,01/05/18,13,9241,2261,5715,5846,1840
109,01/05/18,14,9043,2260,6006,6932,1795
110,01/05/18,15,8004,2260,6193,7712,2069
111,01/05/18,16,5411,2259,7106,8398,2491
112,01/05/18,17,3377,2258,8522,9386,2810
113,01/05/18,18,3472,2258,9507,9810,2996
114,01/05/18,19,3365,2260,9037,10158,3053
115,01/05/18,20,2888,2260,9231,9888,2936
116,01/05/18,21,2437,2262,9232,9619,2834
117,01/05/18,22,2408,2262,8318,9772,2547
118,01/05/18,23,2380,2263,6921,9722,2491
119,01/05/18,24,2631,2265,6064,8818,2294
120,01/06/18,1,2854,2263,6012,8018,2129
121,01/06/18,2,2489,2262,5952,7930,2110
122,01/06/18,3,2158,2263,5691,7839,2003
123,01/06/18,4,2209,2262,5264,7915,1863
124,01/06/18,5,2600,2262,5326,7542,1839
125,01/06/18,6,3246,2262,4938,7756,2060
126,01/06/18,7,3660,2262,4874,8602,2066
127,01/06/18,8,3913,2262,5450,8585,2130
128,01/06/18,9,5283,2264,5570,7976,1813
129,01/06/18,10,6583,2264,5001,7527,1805
130,01/06/18,11,6580,2262,5425,7318,1719
131,01/06/18,12,7324,2261,4862,7005,1608
132,01/06/18,13,7677,2262,4728,6634,1618
133,01/06/18,14,7602,2263,4780,6683,1645
134,01/06/18,15,6188,2263,5662,7188,1869
135,01/06/18,16,5235,2261,6275,7687,2002
136,01/06/18,17,4781,2260,5850,8688,2518
137,01/06/18,18,4544,2260,6443,10071,2681
138,01/06/18,19,4020,2260,6879,10335,2791
139,01/06/18,20,3847,2260,6954,10135,2564
140,01/06/18,21,3581,2262,7078,10054,2545
141,01/06/18,22,3347,2263,7111,9580,2535
142,01/06/18,23,3302,2262,6308,9092,2453
143,01/06/18,24,3166,2262,5729,8586,2352
144,01/07/18,1,3455,2263,5283,7759,1932
145,01/07/18,2,3329,2263,5197,7378,1893
146,01/07/18,3,2803,2263,5131,7386,1968
147,01/07/18,4,2333,2263,5006,7671,2081
148,01/07/18,5,2191,2263,5116,7820,2017
149,01/07/18,6,2262,2263,5201,7984,2120
150,01/07/18,7,2309,2262,5253,8581,2192
151,01/07/18,8,2986,2263,5287,8371,2119
152,01/07/18,9,5530,2263,4809,7113,1748
153,01/07/18,10,7154,2263,4657,6420,1591
154,01/07/18,11,8140,2262,4329,5934,1587
155,01/07/18,12,8221,2262,4423,5855,1605
156,01/07/18,13,8391,2263,4308,5814,1612
157,01/07/18,14,7870,2263,4703,6134,1637
158,01/07/18,15,7285,2263,5464,5945,1715
159,01/07/18,16,4379,2262,6837,7493,2075
160,01/07/18,17,2247,2261,8238,8894,2220
161,01/07/18,18,2003,2261,9221,10181,2743
162,01/07/18,19,2008,2261,9361,10343,2748
163,01/07/18,20,1964,2261,9355,10010,2671
164,01/07/18,21,1901,2262,8940,9825,2577
165,01/07/18,22,1821,2261,8505,9437,2181
166,01/07/18,23,1819,2261,7616,8847,2154
167,01/07/18,24,1830,2263,7420,7925,1880
168,01/08/18,1,1798,2263,6810,7527,1789
169,01/08/18,2,1776,2261,6789,7113,1601
170,01/08/18,3,1801,2261,6731,6783,1643
171,01/08/18,4,1846,2261,6827,6714,1635
172,01/08/18,5,1870,2260,6941,7041,1821
173,01/08/18,6,1987,2261,7566,7654,1872
174,01/08/18,7,2118,2260,8402,8786,2124
175,01/08/18,8,2209,2260,9421,9047,2326
176,01/08/18,9,2887,2260,9731,8794,2389
177,01/08/18,10,3393,2259,9504,9264,2093
178,01/08/18,11,3801,2259,9820,8981,2113
179,01/08/18,12,4153,2259,9656,8934,2053
180,01/08/18,13,4022,2259,9864,9025,2040
181,01/08/18,14,3502,2259,10591,8839,2056
182,01/08/18,15,3184,2259,10820,8710,2109
183,01/08/18,16,2834,2258,10792,9006,2138
184,01/08/18,17,2415,2257,11389,9165,2508
185,01/08/18,18,2632,2258,12231,9474,2632
186,01/08/18,19,2744,2259,11582,9774,2727
187,01/08/18,20,2848,2259,10632,9978,2761
188,01/08/18,21,2901,2259,10072,9844,2508
189,01/08/18,22,2955,2259,9289,9154,2536
190,01/08/18,23,2995,2259,8070,8211,2532
191,01/08/18,24,2904,2259,6811,7744,2589
192,01/09/18,1,2703,2260,6057,7834,2110
193,01/09/18,2,2669,2259,5397,7726,2062
194,01/09/18,3,2705,2260,5301,7300,2120
195,01/09/18,4,3052,2260,5307,6893,2065
196,01/09/18,5,3625,2260,5448,6703,2056
197,01/09/18,6,3969,2261,5657,7351,2271
198,01/09/18,7,4183,2261,6722,8179,2515
199,01/09/18,8,3586,2260,8088,8540,2760
200,01/09/18,9,4252,2260,8296,8245,2702
201,01/09/18,10,5832,2260,7433,8432,2086
202,01/09/18,11,6336,2259,7185,8355,2027
203,01/09/18,12,6256,2259,6942,8503,2018
204,01/09/18,13,5992,2259,7287,8699,1951
205,01/09/18,14,5769,2259,7642,8641,1977
206,01/09/18,15,5161,2259,8142,8800,1987
207,01/09/18,16,4459,2259,8120,9232,2170
208,01/09/18,17,3182,2258,8860,9992,2661
209,01/09/18,18,2909,2258,10021,10522,3060
210,01/09/18,19,3378,2258,9708,10619,2965
211,01/09/18,20,3983,2257,9023,10152,2939
212,01/09/18,21,4453,2257,8654,9399,2736
213,01/09/18,22,4627,2256,7298,9574,2262
214,01/09/18,23,4696,2256,6130,8965,2064
215,01/09/18,24,4654,2259,4887,8608,1951
216,01/10/18,1,4803,2259,4174,7764,1958
217,01/10/18,2,4952,2257,4113,7037,1798
218,01/10/18,3,4631,2257,3934,7112,1816
219,01/10/18,4,4500,2258,3822,7342,1821
220,01/10/18,5,4700,2258,3982,7476,1927
221,01/10/18,6,4704,2259,4920,7611,2385
222,01/10/18,7,4745,2258,5494,9458,2429
223,01/10/18,8,5463,2259,5522,10027,2477
224,01/10/18,9,8035,2261,4822,8461,2363
225,01/10/18,10,9705,2262,4733,7486,1954
226,01/10/18,11,10402,2261,4402,7037,1842
227,01/10/18,12,10718,2261,4333,6298,1697
228,01/10/18,13,10913,2261,4679,5930,1714
229,01/10/18,14,10630,2261,4961,5777,1784
230,01/10/18,15,9745,2265,5232,6259,1704
231,01/10/18,16,7732,2265,5734,7553,2116
232,01/10/18,17,5091,2263,6966,9035,2655
233,01/10/18,18,4470,2263,8305,10086,3232
234,01/10/18,19,4704,2264,8197,10546,3076
235,01/10/18,20,4943,2264,7801,10412,2823
236,01/10/18,21,4578,2265,7836,10153,2675
237,01/10/18,22,3884,2265,7296,10369,2471
238,01/10/18,23,3144,2266,6661,9945,2264
239,01/10/18,24,3108,2267,5544,9387,2172
240,01/11/18,1,3075,2265,4828,8926,2133
241,01/11/18,2,3530,2264,4113,8493,1946
242,01/11/18,3,3415,2263,4368,8085,1794
243,01/11/18,4,2870,2262,4623,8226,1797
244,01/11/18,5,3008,2263,4386,8539,2125
245,01/11/18,6,2847,2264,5365,9219,2269
246,01/11/18,7,2430,2265,7052,9748,3123
247,01/11/18,8,3385,2264,7401,9806,3050
248,01/11/18,9,6379,2263,5718,9010,2225
249,01/11/18,10,8553,2260,4810,7784,2049
250,01/11/18,11,9232,2260,4748,7344,1743
251,01/11/18,12,9235,2257,4487,7098,1657
252,01/11/18,13,9286,2257,4385,6975,1610
253,01/11/18,14,9296,2258,4573,6851,1633
254,01/11/18,15,8968,2260,4941,6612,1655
255,01/11/18,16,6937,2259,5537,8045,1961
256,01/11/18,17,3245,2259,7903,9755,2525
257,01/11/18,18,2603,2261,9584,10508,3023
258,01/11/18,19,2797,2262,9496,10626,3122
259,01/11/18,20,2779,2263,8965,10680,3088
260,01/11/18,21,2915,2264,8525,10450,2847
261,01/11/18,22,3108,2265,7627,10235,2529
262,01/11/18,23,3191,2265,6609,9739,2184
263,01/11/18,24,3055,2266,5439,9384,2085
264,01/12/18,1,3153,2266,4443,9155,2090
265,01/12/18,2,3284,2265,4059,8704,1961
266,01/12/18,3,3333,2266,4085,8501,1942
267,01/12/18,4,3400,2266,4000,8500,1957
268,01/12/18,5,3517,2265,4315,8511,1984
269,01/12/18,6,3814,2265,4961,8688,2071
270,01/12/18,7,4201,2264,6040,9425,2321
271,01/12/18,8,5080,2264,6432,9368,2473
272,01/12/18,9,6995,2263,5532,8565,2156
273,01/12/18,10,8863,2263,4696,7068,2114
274,01/12/18,11,9656,2261,4369,6128,2054
275,01/12/18,12,9617,2260,4450,5874,1817
276,01/12/18,13,9548,2260,4435,5839,1736
277,01/12/18,14,9260,2260,4503,6803,1666
278,01/12/18,15,8272,2260,4943,7441,1868
279,01/12/18,16,5954,2260,6286,8345,1941
280,01/12/18,17,2902,2261,7996,9718,2581
281,01/12/18,18,2349,2262,9410,10622,2917
282,01/12/18,19,2313,2262,9048,11034,3056
283,01/12/18,20,2364,2261,8600,11049,2780
284,01/12/18,21,2403,2262,8144,10849,2630
285,01/12/18,22,2301,2263,7643,10569,2554
286,01/12/18,23,2164,2261,7329,9908,2273
287,01/12/18,24,2116,2262,6432,9383,2096
288,01/13/18,1,2039,2263,5924,8989,2044
289,01/13/18,2,2118,2263,5208,8799,2045
290,01/13/18,3,2166,2262,5073,8545,1972
291,01/13/18,4,2191,2262,4968,8624,1913
292,01/13/18,5,2202,2262,5109,8544,2035
293,01/13/18,6,2382,2263,5220,8760,2091
294,01/13/18,7,2342,2262,5394,9526,2250
295,01/13/18,8,3235,2262,5405,9179,2218
296,01/13/18,9,6201,2262,4464,7854,1879
297,01/13/18,10,8041,2262,3367,7505,1696
298,01/13/18,11,8652,2261,3326,6828,1719
299,01/13/18,12,8945,2261,3437,6289,1719
300,01/13/18,13,9106,2261,3600,6065,1709
301,01/13/18,14,8915,2261,3548,6278,1674
302,01/13/18,15,8379,2262,3779,6412,1922
303,01/13/18,16,6367,2262,4056,7983,2262
304,01/13/18,17,3133,2262,6205,9479,2604
305,01/13/18,18,2556,2261,7537,10387,3196
306,01/13/18,19,2549,2261,7506,10770,3161
307,01/13/18,20,2567,2260,7131,10814,2976
308,01/13/18,21,2485,2261,6954,10655,2727
309,01/13/18,22,2281,2261,6910,10404,2343
310,01/13/18,23,2178,2261,6507,9708,2176
311,01/13/18,24,2104,2261,5851,8996,2150
312,01/14/18,1,2092,2261,5242,8822,2080
313,01/14/18,2,2161,2260,5084,8576,1836
314,01/14/18,3,2181,2260,4895,8230,1831
315,01/14/18,4,2258,2261,4692,8138,1812
316,01/14/18,5,2252,2262,4657,8157,1801
317,01/14/18,6,2343,2263,5015,7945,1945
318,01/14/18,7,2512,2263,5042,8529,1965
319,01/14/18,8,3177,2263,4901,8372,1956
320,01/14/18,9,5598,2264,4251,7263,1765
321,01/14/18,10,7448,2264,3567,6411,1729
322,01/14/18,11,8303,2263,3447,5766,1640
323,01/14/18,12,8304,2262,3852,5086,1748
324,01/14/18,13,8077,2262,4005,5287,1749
325,01/14/18,14,7408,2261,4044,5954,1731
326,01/14/18,15,7116,2261,4158,6545,1710
327,01/14/18,16,5574,2260,4814,7516,1940
328,01/14/18,17,2674,2260,6436,9350,2415
329,01/14/18,18,2205,2261,7893,10242,2994
330,01/14/18,19,2256,2262,7866,10695,3028
331,01/14/18,20,2303,2261,7428,10661,2957
332,01/14/18,21,2334,2262,7096,10418,2779
333,01/14/18,22,2566,2262,6719,9805,2487
334,01/14/18,23,2316,2262,6132,9685,2227
335,01/14/18,24,2204,2262,5694,9085,2121
336,01/15/18,1,2133,2262,5737,8332,1931
337,01/15/18,2,2125,2262,5346,8276,1774
338,01/15/18,3,2133,2262,5068,8200,1793
339,01/15/18,4,2135,2261,5230,8058,1762
340,01/15/18,5,2086,2261,5555,8116,1946
341,01/15/18,6,2276,2262,6356,8402,2055
342,01/15/18,7,2356,2262,7000,9278,2254
343,01/15/18,8,3293,2262,6505,9543,2248
344,01/15/18,9,6432,2263,5718,8067,1942
345,01/15/18,10,8506,2262,5472,6790,1906
346,01/15/18,11,9034,2260,5095,6731,1877
347,01/15/18,12,9184,2260,5105,6389,1697
348,01/15/18,13,8940,2259,5299,6412,1718
349,01/15/18,14,8471,2258,5382,7050,1802
350,01/15/18,15,6981,2258,6341,7744,1904
351,01/15/18,16,4874,2257,7062,8773,2114
352,01/15/18,17,2943,2258,8216,10035,2492
353,01/15/18,18,2507,2259,9782,10430,3285
354,01/15/18,19,2534,2260,9685,10791,3227
355,01/15/18,20,2314,2260,9813,10243,3207
356,01/15/18,21,2275,2260,9058,10205,3165
357,01/15/18,22,2167,2261,8405,10172,2524
358,01/15/18,23,2054,2260,7489,9747,2203
359,01/15/18,24,2040,2260,6356,9252,2102
360,01/16/18,1,2180,2260,6246,8278,1870
361,01/16/18,2,2229,2259,5789,8079,1692
362,01/16/18,3,2419,2260,5645,7974,1594
363,01/16/18,4,2606,2260,5602,7754,1602
364,01/16/18,5,2481,2259,6043,7901,1739
365,01/16/18,6,2529,2260,6546,8427,2088
366,01/16/18,7,2562,2261,7464,9181,2474
367,01/16/18,8,3215,2261,7788,9545,2488
368,01/16/18,9,4449,2262,7867,8655,2152
369,01/16/18,10,5761,2262,7534,8010,1810
370,01/16/18,11,7068,2261,6845,7182,1698
371,01/16/18,12,7418,2260,6436,6945,1551
372,01/16/18,13,7992,2260,6148,6682,1647
373,01/16/18,14,7775,2260,6457,6924,1694
374,01/16/18,15,6792,2259,7355,6939,1773
375,01/16/18,16,5388,2258,7745,7905,1919
376,01/16/18,17,3548,2259,8924,8794,2385
377,01/16/18,18,2697,2260,10202,9772,3118
378,01/16/18,19,2341,2261,10530,9933,3352
379,01/16/18,20,2261,2262,10070,9988,3242
380,01/16/18,21,2245,2262,9613,10187,2711
381,01/16/18,22,2283,2261,8778,10030,2246
382,01/16/18,23,2235,2261,7596,9433,2171
383,01/16/18,24,2240,2262,6291,9174,2085
384,01/17/18,1,2193,2263,5675,8988,1803
385,01/17/18,2,2169,2262,5168,8787,1761
386,01/17/18,3,2175,2262,4838,8676,1746
387,01/17/18,4,2205,2262,4860,8543,1770
388,01/17/18,5,2180,2262,5539,8416,1795
389,01/17/18,6,2242,2264,6569,8528,2079
390,01/17/18,7,2329,2264,7560,9312,2685
391,01/17/18,8,3223,2264,7606,9699,2699
392,01/17/18,9,5905,2264,6574,8499,2171
393,01/17/18,10,7435,2265,5859,7793,1872
394,01/17/18,11,7920,2263,5244,7791,1799
395,01/17/18,12,8145,2263,5167,7540,1731
396,01/17/18,13,8450,2262,5084,7197,1725
397,01/17/18,14,8502,2260,5049,7399,1715
398,01/17/18,15,7803,2261,5503,7815,1756
399,01/17/18,16,5976,2261,6410,8626,2114
400,01/17/18,17,3258,2261,8526,9546,2614
401,01/17/18,18,2382,2263,10187,10158,3228
402,01/17/18,19,2424,2263,10344,10351,3204
403,01/17/18,20,2451,2263,9729,10486,3034
404,01/17/18,21,2457,2265,9320,10402,2747
405,01/17/18,22,2405,2265,8559,10291,2198
406,01/17/18,23,2284,2266,7690,9431,2246
407,01/17/18,24,2148,2266,6541,9126,2024
408,01/18/18,1,2203,2265,5844,8908,1737
409,01/18/18,2,2184,2265,5656,8746,1707
410,01/18/18,3,2149,2264,5546,8540,1666
411,01/18/18,4,2121,2264,5587,8359,1738
412,01/18/18,5,2179,2264,5880,8479,1866
413,01/18/18,6,2203,2264,6931,8624,2068
414,01/18/18,7,2317,2264,7636,9402,2501
415,01/18/18,8,3130,2264,7843,9727,2433
416,01/18/18,9,6219,2265,6575,8286,1932
417,01/18/18,10,7908,2264,5343,8049,1771
418,01/18/18,11,8332,2263,5260,7666,1782
419,01/18/18,12,8644,2263,5350,7042,1609
420,01/18/18,13,8860,2261,5241,6747,1685
421,01/18/18,14,9213,2260,5238,6790,1661
422,01/18/18,15,8882,2260,5457,6835,1724
423,01/18/18,16,7002,2258,6515,7741,1909
424,01/18/18,17,3937,2258,8250,9302,2421
425,01/18/18,18,3009,2259,9633,10183,3063
426,01/18/18,19,3156,2260,9770,10232,3061
427,01/18/18,20,3048,2261,9629,10150,2821
428,01/18/18,21,3050,2261,9029,9973,2745
429,01/18/18,22,2935,2261,8343,9889,2229
430,01/18/18,23,3030,2262,7185,9413,2021
431,01/18/18,24,3165,2262,5976,8940,1906
432,01/19/18,1,3223,2261,4871,8871,2007
433,01/19/18,2,3138,2260,4515,8938,1848
434,01/19/18,3,3167,2260,4494,8616,1691
435,01/19/18,4,3756,2259,4076,8402,1661
436,01/19/18,5,4275,2259,3989,8235,1947
437,01/19/18,6,4307,2261,4471,8615,2204
438,01/19/18,7,4094,2262,5154,9632,2942
439,01/19/18,8,4902,2262,5311,9915,3028
440,01/19/18,9,7790,2263,5262,8202,2172
441,01/19/18,10,9319,2263,4779,7066,1998
442,01/19/18,11,9482,2263,4921,6470,1825
443,01/19/18,12,9526,2263,4894,6160,1711
444,01/19/18,13,9446,2263,5014,6103,1754
445,01/19/18,14,8785,2262,5390,6868,1867
446,01/19/18,15,7886,2263,5415,7285,1893
447,01/19/18,16,7357,2262,5257,7904,1988
448,01/19/18,17,5872,2262,6086,8760,2490
449,01/19/18,18,5842,2263,6424,9983,3001
450,01/19/18,19,6052,2264,6216,10378,3065
451,01/19/18,20,6026,2264,6039,10052,3067
452,01/19/18,21,5891,2263,5889,10039,2802
453,01/19/18,22,5882,2264,5674,9654,2481
454,01/19/18,23,5796,2265,4928,9135,2269
455,01/19/18,24,5822,2266,4119,8463,2090
456,01/20/18,1,5616,2266,3314,8662,2106
457,01/20/18,2,5582,2266,2881,8450,1928
458,01/20/18,3,5269,2267,2739,8427,1881
459,01/20/18,4,5260,2266,2525,8498,1844
460,01/20/18,5,5291,2267,2382,8468,2156
461,01/20/18,6,5406,2268,2275,8884,2314
462,01/20/18,7,5391,2268,2508,9039,2817
463,01/20/18,8,6168,2268,2495,9047,2674
464,01/20/18,9,8352,2269,2709,7114,2383
465,01/20/18,10,9907,2269,2767,5835,1912
466,01/20/18,11,10922,2268,2266,5036,1748
467,01/20/18,12,11158,2268,2279,4462,1641
468,01/20/18,13,11169,2266,1808,4692,1587
469,01/20/18,14,11494,2264,1665,4307,1580
470,01/20/18,15,11350,2264,1899,4424,1603
471,01/20/18,16,10210,2264,2267,5494,1809
472,01/20/18,17,6846,2264,3286,8299,2410
473,01/20/18,18,5626,2266,4549,9937,3406
474,01/20/18,19,5777,2267,4793,10472,3389
475,01/20/18,20,5897,2267,5084,10209,2917
476,01/20/18,21,5615,2268,4700,10388,2899
477,01/20/18,22,5138,2269,4734,10356,2651
478,01/20/18,23,4657,2270,4484,9958,2554
479,01/20/18,24,4114,2270,4066,9852,2282
480,01/21/18,1,3166,2269,4372,9552,2191
481,01/21/18,2,2857,2269,4465,9169,2289
482,01/21/18,3,2916,2270,4244,9084,2137
483,01/21/18,4,2710,2269,4123,9365,1997
484,01/21/18,5,2416,2269,4247,9475,2202
485,01/21/18,6,2189,2269,4490,9637,2405
486,01/21/18,7,2258,2268,4703,9813,2641
487,01/21/18,8,3526,2267,4378,9292,2587
488,01/21/18,9,6957,2268,3224,7635,1964
489,01/21/18,10,9085,2267,2734,5875,1651
490,01/21/18,11,9594,2267,2613,5195,1579
491,01/21/18,12,9933,2266,2439,4669,1541
492,01/21/18,13,9846,2265,2595,4426,1595
493,01/21/18,14,10067,2264,2578,4421,1548
494,01/21/18,15,9317,2264,2753,5416,1569
495,01/21/18,16,7104,2263,3109,7563,1941
496,01/21/18,17,3518,2263,5217,9674,2835
497,01/21/18,18,2413,2264,7171,11269,3257
498,01/21/18,19,2484,2265,7686,11393,3436
499,01/21/18,20,2779,2266,7138,11366,3497
500,01/21/18,21,2754,2268,6459,11322,3651
501,01/21/18,22,2812,2270,6393,10670,3107
502,01/21/18,23,2662,2269,6150,9762,2607
503,01/21/18,24,2593,2270,5467,9105,2401
504,01/22/18,1,2525,2269,5314,8548,2125
505,01/22/18,2,2400,2267,5270,8442,2118
506,01/22/18,3,2508,2268,5447,8212,1850
507,01/22/18,4,2651,2267,5328,8266,1852
508,01/22/18,5,2686,2266,5959,8170,1962
509,01/22/18,6,2664,2266,6912,8160,2535
510,01/22/18,7,2560,2265,8238,8941,3358
511,01/22/18,8,3459,2266,8042,9628,3249
512,01/22/18,9,7513,2266,6403,8095,2176
513,01/22/18,10,9791,2267,5356,6638,1848
514,01/22/18,11,10225,2268,5280,6312,1617
515,01/22/18,12,9942,2266,5175,6025,1674
516,01/22/18,13,9859,2264,5430,5805,1636
517,01/22/18,14,10086,2263,5386,5625,1643
518,01/22/18,15,9813,2262,5533,5693,1651
519,01/22/18,16,8211,2261,5980,6536,1858
520,01/22/18,17,4207,2261,7556,8964,2776
521,01/22/18,18,2706,2262,9417,10036,3763
522,01/22/18,19,3209,2261,9401,10286,3918
523,01/22/18,20,3414,2260,9109,10131,3791
524,01/22/18,21,3064,2261,9058,10079,3513
525,01/22/18,22,2746,2262,8791,9426,3292
526,01/22/18,23,2546,2262,7890,9259,2555
527,01/22/18,24,2341,2262,7373,8681,2142
528,01/23/18,1,2210,2261,6976,8414,1758
529,01/23/18,2,2208,2259,6657,8288,1706
530,01/23/18,3,2222,2259,6462,8029,1703
531,01/23/18,4,2228,2257,6380,8126,1700
532,01/23/18,5,2202,2255,7083,7848,1801
533,01/23/18,6,2162,2255,8012,8224,2135
534,01/23/18,7,2228,2254,9050,9189,2892
535,01/23/18,8,3458,2253,8622,9496,2978
536,01/23/18,9,6846,2253,7378,7644,2126
537,01/23/18,10,8790,2254,6328,6583,1596
538,01/23/18,11,9292,2254,5762,5983,1531
539,01/23/18,12,9568,2253,5449,5687,1480
540,01/23/18,13,9883,2253,5298,5132,1621
541,01/23/18,14,10001,2252,5306,4879,1673
542,01/23/18,15,9582,2252,5696,4837,1675
543,01/23/18,16,7666,2250,6458,6045,1921
544,01/23/18,17,3666,2248,9214,8156,2321
545,01/23/18,18,2155,2248,10881,9453,3263
546,01/23/18,19,2218,2248,11159,9750,3548
547,01/23/18,20,2321,2248,10905,9550,3520
548,01/23/18,21,2217,2249,10572,9705,3102
549,01/23/18,22,2136,2250,10153,9341,2650
550,01/23/18,23,2088,2252,9009,8989,2237
551,01/23/18,24,2073,2253,7874,8477,2154
552,01/24/18,1,2030,2251,7329,8136,1946
553,01/24/18,2,2045,2251,7209,7789,1840
554,01/24/18,3,2047,2251,6859,7962,1776
555,01/24/18,4,2121,2251,6649,8043,1854
556,01/24/18,5,2147,2247,6835,8230,2055
557,01/24/18,6,2238,2246,7264,8646,2496
