,Date,Hour,RENEWABLES,NUCLEAR,THERMAL,IMPORTS,HYDRO
2254,04/04/18,23,5979,2279,5058,8079,3262
2255,04/04/18,24,6076,2281,4277,7148,3055
2256,04/05/18,1,5890,2279,4007,6170,3129
2257,04/05/18,2,5434,2280,3377,6423,3135
2258,04/05/18,3,4705,2279,3870,6215,3148
2259,04/05/18,4,5727,2279,3138,5750,3089
2260,04/05/18,5,5607,2279,3303,6052,3152
2261,04/05/18,6,5549,2278,3845,6726,3336
2262,04/05/18,7,5269,2276,4582,8215,3466
2263,04/05/18,8,6841,2276,5057,7412,3402
2264,04/05/18,9,10496,2277,4701,4756,3231
2265,04/05/18,10,12130,2277,4155,3261,3271
2266,04/05/18,11,13119,2278,4070,2044,3032
2267,04/05/18,12,13002,2279,3918,1966,2981
2268,04/05/18,13,12964,2278,4076,1787,2919
2269,04/05/18,14,13152,2278,4099,1833,2876
2270,04/05/18,15,13816,2280,3924,1731,2831
2271,04/05/18,16,13015,2279,4415,2179,3044
2272,04/05/18,17,12072,2279,5009,2999,3037
2273,04/05/18,18,9351,2280,5666,5275,3230
2274,04/05/18,19,6147,2278,6540,7936,3422
2275,04/05/18,20,4940,2277,7499,9186,3803
2276,04/05/18,21,4832,2278,7410,9493,3748
2277,04/05/18,22,5064,2279,6461,9089,3544
2278,04/05/18,23,5377,2278,4976,8693,3265
2279,04/05/18,24,5100,2279,4631,7577,3219
2280,04/06/18,1,4545,2280,4362,6862,3477
2281,04/06/18,2,4604,2279,3753,6536,3475
2282,04/06/18,3,3937,2280,3936,6349,3456
2283,04/06/18,4,4657,2281,3174,6244,3380
2284,04/06/18,5,4653,2280,3497,6295,3451
2285,04/06/18,6,4919,2281,4242,6334,3589
2286,04/06/18,7,5186,2280,4940,7251,3589
2287,04/06/18,8,6682,2279,5257,6476,3633
2288,04/06/18,9,9105,2278,5182,4647,3638
2289,04/06/18,10,10671,2279,4714,3775,3373
2290,04/06/18,11,11287,2280,4468,3766,3281
2291,04/06/18,12,11888,2280,4163,3722,3053
2292,04/06/18,13,11893,2279,4100,3621,3249
2293,04/06/18,14,12013,2279,3721,3710,3262
2294,04/06/18,15,12045,2278,3685,3847,3315
2295,04/06/18,16,10968,2279,3981,4812,3364
2296,04/06/18,17,9763,2281,4317,5617,3486
2297,04/06/18,18,7894,2280,4796,6871,3631
2298,04/06/18,19,5913,2278,5213,8644,3738
2299,04/06/18,20,5244,2278,5880,9446,3963
2300,04/06/18,21,5358,2279,5488,9774,3914
2301,04/06/18,22,5309,2278,5016,9522,3763
2302,04/06/18,23,5018,2277,4442,8852,3656
2303,04/06/18,24,4846,2277,3956,7761,3689
2304,04/07/18,1,4629,2276,3531,6988,3815
2305,04/07/18,2,4562,2275,3278,6379,3774
2306,04/07/18,3,3552,2276,4203,5997,3653
2307,04/07/18,4,4109,2278,3515,5798,3603
2308,04/07/18,5,4113,2275,3387,5868,3769
2309,04/07/18,6,4201,2272,3373,6436,3631
2310,04/07/18,7,4342,2273,3278,7102,3618
2311,04/07/18,8,5770,2272,3427,5988,3511
2312,04/07/18,9,8912,2273,3265,3816,3575
2313,04/07/18,10,10782,2274,2688,3516,3230
2314,04/07/18,11,12307,2273,2455,2316,3219
2315,04/07/18,12,13013,2274,2139,1776,3196
2316,04/07/18,13,13412,2275,1900,1478,2914
2317,04/07/18,14,13640,2275,1885,980,2816
2318,04/07/18,15,13399,2276,2075,786,2902
2319,04/07/18,16,13117,2277,2390,793,3001
2320,04/07/18,17,12992,2276,2371,1170,3083
2321,04/07/18,18,11036,2274,2937,3442,3257
2322,04/07/18,19,7328,2275,4273,6293,3521
2323,04/07/18,20,5383,2275,5625,7802,3858
2324,04/07/18,21,5220,2275,5639,8638,3655
2325,04/07/18,22,5269,2276,5075,8420,3539
2326,04/07/18,23,5281,2276,4258,8187,3230
2327,04/07/18,24,5384,2278,3818,7260,3218
2328,04/08/18,1,5345,2279,3193,6793,3265
2329,04/08/18,2,5528,2277,2472,6776,3316
2330,04/08/18,3,4696,2279,2825,6706,3269
2331,04/08/18,4,5227,2280,2022,6697,3242
2332,04/08/18,5,4790,2278,2138,7016,3220
2333,04/08/18,6,4732,2279,2286,7297,3193
2334,04/08/18,7,4984,2279,2184,7408,3329
2335,04/08/18,8,7745,2276,1938,4983,3159
2336,04/08/18,9,10239,2275,1872,2801,2944
2337,04/08/18,10,11956,2276,1745,1114,2813
2338,04/08/18,11,12448,2276,1788,131,2880
2339,04/08/18,12,13045,2276,1661,-558,2770
2340,04/08/18,13,12973,2276,1573,-595,2813
2341,04/08/18,14,13103,2276,1437,-540,2874
2342,04/08/18,15,13000,2277,1556,-136,2711
2343,04/08/18,16,12849,2278,2222,-154,2746
2344,04/08/18,17,12564,2278,2942,590,2761
2345,04/08/18,18,11185,2279,3290,2735,3027
2346,04/08/18,19,7035,2279,4589,6291,3379
2347,04/08/18,20,4935,2277,6385,7735,3633
2348,04/08/18,21,4769,2274,7004,7847,3720
2349,04/08/18,22,4668,2275,5773,8275,3583
2350,04/08/18,23,4178,2275,5197,7860,3388
2351,04/08/18,24,3692,2275,4919,7516,3243
2352,04/09/18,1,3374,2275,4824,7270,3107
2353,04/09/18,2,3022,2198,4619,7084,3085
2354,04/09/18,3,1968,2037,5445,7254,3087
2355,04/09/18,4,2556,1875,5009,7229,3094
2356,04/09/18,5,2471,1712,5581,7048,3158
2357,04/09/18,6,2169,1627,6438,7594,3327
2358,04/09/18,7,2272,1628,7885,8043,3323
2359,04/09/18,8,5032,1626,7869,6185,3363
2360,04/09/18,9,9323,1626,6406,3808,3102
2361,04/09/18,10,11282,1627,6047,2653,3096
2362,04/09/18,11,12038,1628,6113,2158,2927
2363,04/09/18,12,12460,1629,6073,1909,2937
2364,04/09/18,13,12539,1629,6259,1801,2938
2365,04/09/18,14,12371,1629,6498,2333,2983
2366,04/09/18,15,12516,1626,6806,2461,3148
2367,04/09/18,16,11819,1626,7552,3258,3239
2368,04/09/18,17,10408,1627,8763,4261,3296
2369,04/09/18,18,8099,1628,10521,5297,3357
2370,04/09/18,19,3966,1625,13871,6005,3822
2371,04/09/18,20,2314,1624,15771,6375,3944
2372,04/09/18,21,2258,1623,15221,6822,3945
2373,04/09/18,22,2160,1623,13435,7111,3710
2374,04/09/18,23,2126,1618,11223,7187,3493
2375,04/09/18,24,2052,1616,9207,7218,3350
2376,04/10/18,1,1989,1617,8315,6800,3326
2377,04/10/18,2,2002,1616,7948,6325,3345
2378,04/10/18,3,1469,1617,8532,5895,3258
2379,04/10/18,4,2406,1618,7218,6196,3235
2380,04/10/18,5,2522,1617,6874,6349,3238
2381,04/10/18,6,2438,1618,7394,6723,3375
2382,04/10/18,7,2706,1617,8416,7150,3612
2383,04/10/18,8,5133,1615,7825,6302,3517
2384,04/10/18,9,9018,1616,6445,4403,3232
2385,04/10/18,10,11123,1616,6045,3346,3205
2386,04/10/18,11,12053,1613,6299,2705,3004
2387,04/10/18,12,12433,1611,6102,2844,3070
2388,04/10/18,13,12513,1610,6342,3041,3068
2389,04/10/18,14,12678,1610,6366,3396,3142
2390,04/10/18,15,12826,1610,6581,3537,3157
2391,04/10/18,16,12490,1613,7167,3774,3234
2392,04/10/18,17,11508,1615,7887,4465,3178
2393,04/10/18,18,9038,1615,9412,5522,3325
2394,04/10/18,19,5404,1617,12009,6187,3712
2395,04/10/18,20,3738,1615,13038,7024,3983
2396,04/10/18,21,3983,1616,12748,7135,3792
2397,04/10/18,22,4537,1616,10234,7438,3726
2398,04/10/18,23,4804,1613,8346,7094,3371
2399,04/10/18,24,5297,1616,6617,6256,3297
2400,04/11/18,1,5484,1618,5959,5755,3209
2401,04/11/18,2,5347,1618,5163,6014,3211
2402,04/11/18,3,4094,1616,5386,6315,3318
2403,04/11/18,4,5091,1617,4552,6087,3182
2404,04/11/18,5,5052,1617,4792,5713,3283
2405,04/11/18,6,5429,1618,5398,5605,3381
2406,04/11/18,7,4941,1617,6353,7045,3539
2407,04/11/18,8,7190,1617,6076,6277,3336
2408,04/11/18,9,11122,1619,4881,3821,3298
2409,04/11/18,10,12422,1620,4092,3638,3250
2410,04/11/18,11,12894,1617,3671,3662,3124
2411,04/11/18,12,13629,1616,3383,3231,3069
2412,04/11/18,13,14718,1615,3398,2165,2954
2413,04/11/18,14,15190,1613,3583,1644,3072
2414,04/11/18,15,15147,1614,3934,1741,3084
2415,04/11/18,16,14062,1615,4644,2722,3126
2416,04/11/18,17,12546,1616,5580,3823,3132
2417,04/11/18,18,9582,1616,6565,5656,3401
2418,04/11/18,19,6443,1617,9048,6421,3695
2419,04/11/18,20,5564,1617,10256,6894,3771
2420,04/11/18,21,6074,1619,9378,7259,3741
2421,04/11/18,22,6238,1618,7723,7429,3621
2422,04/11/18,23,6039,1616,7001,6339,3445
2423,04/11/18,24,5926,1617,6266,5462,3257
2424,04/12/18,1,5939,1616,5406,5579,3198
2425,04/12/18,2,5746,1614,4752,5930,3072
2426,04/12/18,3,5140,1614,5000,5823,3144
2427,04/12/18,4,5590,1615,4335,5930,3101
2428,04/12/18,5,5153,1615,4483,6217,3083
2429,04/12/18,6,5058,1615,4982,6627,3349
2430,04/12/18,7,5446,1641,5718,7324,3605
2431,04/12/18,8,7598,1651,5195,6713,3514
2432,04/12/18,9,10924,1651,4051,4902,3288
2433,04/12/18,10,12306,1653,3312,4253,3147
2434,04/12/18,11,13287,1643,2810,3267,3055
2435,04/12/18,12,13973,1626,2661,2160,3117
2436,04/12/18,13,14521,1625,2741,1498,2986
2437,04/12/18,14,14238,1626,2586,1685,3050
2438,04/12/18,15,13354,1626,2823,2319,2972
2439,04/12/18,16,12991,1626,3194,2391,2883
2440,04/12/18,17,12287,1625,3734,3109,2855
2441,04/12/18,18,9856,1626,4232,5518,2911
2442,04/12/18,19,6213,1627,5588,8173,3381
2443,04/12/18,20,4495,1626,7566,9373,3653
2444,04/12/18,21,4457,1626,7605,9973,3749
2445,04/12/18,22,4477,1627,6814,9801,3601
2446,04/12/18,23,4482,1626,5761,9167,3273
2447,04/12/18,24,4666,1627,4556,8424,3161
2448,04/13/18,1,4647,1627,4696,7731,3060
2449,04/13/18,2,4572,1628,4567,7400,3008
2450,04/13/18,3,3721,1627,5119,7267,2943
2451,04/13/18,4,4267,1629,4499,7173,2935
2452,04/13/18,5,4084,1628,4612,7174,2977
2453,04/13/18,6,3746,1628,5435,7629,3410
2454,04/13/18,7,3570,1630,6469,8632,3730
2455,04/13/18,8,6132,1629,5899,7660,3549
2456,04/13/18,9,10198,1629,4424,5010,3031
2457,04/13/18,10,12382,1630,4113,2992,2723
2458,04/13/18,11,13136,1628,3829,2325,2678
2459,04/13/18,12,13289,1628,3605,2092,2513
2460,04/13/18,13,13193,1627,3546,1838,2558
2461,04/13/18,14,13039,1626,3566,1989,2537
2462,04/13/18,15,12792,1628,3811,2192,2446
2463,04/13/18,16,11798,1628,4522,2837,2495
2464,04/13/18,17,11150,1627,5159,3444,2682
2465,04/13/18,18,9069,1629,5719,5299,2809
2466,04/13/18,19,5006,1629,6806,8428,3297
2467,04/13/18,20,2950,1628,8736,9423,3559
2468,04/13/18,21,2935,1630,8727,9781,3761
2469,04/13/18,22,2769,1629,7954,10166,3338
2470,04/13/18,23,2413,1627,7464,9600,3127
2471,04/13/18,24,2232,1628,6377,9211,2984
2472,04/14/18,1,2360,1629,5639,8687,3013
2473,04/14/18,2,2408,1628,4862,8909,2977
2474,04/14/18,3,1535,1630,5528,8614,2932
2475,04/14/18,4,2557,1630,4532,8501,2730
2476,04/14/18,5,2554,1630,4581,8598,2644
2477,04/14/18,6,2618,1631,4655,8773,2935
2478,04/14/18,7,2805,1630,5030,8609,2890
2479,04/14/18,8,5954,1630,4786,5623,3022
2480,04/14/18,9,10229,1631,3178,3108,2892
2481,04/14/18,10,11980,1630,2655,2161,2677
2482,04/14/18,11,12688,1629,2518,1540,2585
2483,04/14/18,12,12841,1630,2667,1083,2580
2484,04/14/18,13,12745,1629,2681,1067,2616
2485,04/14/18,14,12667,1628,2667,1284,2589
2486,04/14/18,15,12629,1627,3093,1240,2675
2487,04/14/18,16,12466,1626,3662,1512,2747
2488,04/14/18,17,11803,1627,4524,2016,2902
2489,04/14/18,18,10035,1628,5371,3447,2959
2490,04/14/18,19,5755,1629,7550,6293,3175
2491,04/14/18,20,3695,1630,9175,7261,3605
2492,04/14/18,21,3918,1633,9092,7477,3632
2493,04/14/18,22,3993,1654,8029,7650,3319
2494,04/14/18,23,3945,1657,7140,7301,3161
2495,04/14/18,24,3886,1746,6218,6681,3065
2496,04/15/18,1,3959,1903,6026,5477,2916
2497,04/15/18,2,4003,2064,4781,5685,2815
2498,04/15/18,3,3000,2190,5057,5705,2796
2499,04/15/18,4,3545,2249,4109,5628,2873
2500,04/15/18,5,3166,2255,4183,5891,2895
2501,04/15/18,6,3045,2264,4150,6353,2834
2502,04/15/18,7,3343,2260,4090,6221,2963
2503,04/15/18,8,5291,2260,3814,4601,3027
2504,04/15/18,9,8334,2262,2858,2882,2851
2505,04/15/18,10,10409,2266,2417,1570,2607
2506,04/15/18,11,11713,2266,2228,398,2391
2507,04/15/18,12,12026,2267,2172,-89,2497
2508,04/15/18,13,12269,2268,2119,-102,2492
2509,04/15/18,14,12260,2267,2234,453,2409
2510,04/15/18,15,11355,2265,2679,894,2675
2511,04/15/18,16,10491,2266,3157,2034,2655
2512,04/15/18,17,10021,2264,3896,2760,2858
2513,04/15/18,18,8476,2271,5074,4144,2944
2514,04/15/18,19,6272,2270,6328,5764,3236
2515,04/15/18,20,4413,2265,7792,7072,3506
2516,04/15/18,21,4411,2266,7507,7801,3563
2517,04/15/18,22,4250,2268,6461,8252,3272
2518,04/15/18,23,4030,2269,5510,7861,3179
2519,04/15/18,24,4169,2271,4332,7356,2948
2520,04/16/18,1,4161,2273,3912,6806,2774
2521,04/16/18,2,4618,2273,3237,6424,2603
2522,04/16/18,3,3821,2273,4145,5893,2632
2523,04/16/18,4,4327,2275,3260,6314,2609
2524,04/16/18,5,4371,2276,3531,6549,2639
2525,04/16/18,6,4484,2279,3914,7267,2900
2526,04/16/18,7,4566,2278,4703,8448,3021
2527,04/16/18,8,6508,2276,4872,7246,3336
2528,04/16/18,9,9599,2275,3764,5547,3217
2529,04/16/18,10,10900,2276,3485,4865,2858
2530,04/16/18,11,11598,2278,2846,4559,2804
2531,04/16/18,12,12043,2277,2524,4097,2744
2532,04/16/18,13,12323,2277,2488,3531,2660
2533,04/16/18,14,12564,2278,2482,3398,2649
2534,04/16/18,15,11768,2276,2787,3827,2622
2535,04/16/18,16,10772,2279,3154,4145,2718
2536,04/16/18,17,10217,2279,3721,4205,2800
2537,04/16/18,18,9436,2280,4468,5048,2826
2538,04/16/18,19,7365,2280,5558,6637,3175
2539,04/16/18,20,5614,2280,7273,7745,3619
2540,04/16/18,21,4698,2282,7862,8457,3935
2541,04/16/18,22,4080,2281,7087,8846,3773
2542,04/16/18,23,3738,2284,5917,8579,3624
2543,04/16/18,24,3568,2286,4966,8280,3195
2544,04/17/18,1,3708,2283,3805,8448,2968
2545,04/17/18,2,3585,2282,3494,8167,2912
2546,04/17/18,3,2614,2283,4352,7959,2843
2547,04/17/18,4,3707,2282,3279,7879,2846
2548,04/17/18,5,4757,2282,3263,7213,2940
2549,04/17/18,6,4918,2283,3826,7470,3374
2550,04/17/18,7,5056,2283,4918,8441,3373
2551,04/17/18,8,7890,2283,4461,7192,2942
2552,04/17/18,9,10665,2283,2817,5241,2904
2553,04/17/18,10,11249,2281,2418,4612,2650
2554,04/17/18,11,11905,2282,2043,3829,2550
2555,04/17/18,12,11703,2282,2019,3587,2480
2556,04/17/18,13,11525,2281,2082,3303,2416
2557,04/17/18,14,11570,2281,2347,3021,2396
2558,04/17/18,15,11916,2280,2458,2754,2273
2559,04/17/18,16,11481,2280,2822,2925,2445
2560,04/17/18,17,9815,2281,3835,4170,2498
2561,04/17/18,18,8900,2281,4595,4882,2764
2562,04/17/18,19,5667,2280,6128,6922,3600
2563,04/17/18,20,3308,2281,8022,8700,3942
2564,04/17/18,21,3578,2281,8334,9182,3723
2565,04/17/18,22,3211,2280,7546,9522,3472
2566,04/17/18,23,2813,2280,6519,9335,3047
2567,04/17/18,24,2721,2282,5052,9333,2929
2568,04/18/18,1,2414,2282,4835,8658,3026
2569,04/18/18,2,2136,2280,4892,8275,2852
2570,04/18/18,3,1063,2281,5629,8211,2783
2571,04/18/18,4,1991,2281,4826,7956,2788
2572,04/18/18,5,2173,2282,5218,7687,2953
2573,04/18/18,6,2323,2283,5906,8140,3131
2574,04/18/18,7,2724,2282,6912,8236,3489
2575,04/18/18,8,5548,2281,6766,6700,3435
2576,04/18/18,9,9170,2282,5470,4734,2953
2577,04/18/18,10,10549,2282,5051,3575,2879
2578,04/18/18,11,10873,2283,4214,3706,2858
2579,04/18/18,12,11225,2285,3933,3343,2744
2580,04/18/18,13,11733,2284,3794,2848,2517
2581,04/18/18,14,11778,2284,3761,2730,2558
2582,04/18/18,15,11748,2285,3921,2716,2600
2583,04/18/18,16,11721,2284,4590,2013,2645
2584,04/18/18,17,11348,2282,5316,2111,2602
2585,04/18/18,18,9567,2284,5616,4021,2877
2586,04/18/18,19,5935,2282,6742,6762,3473
2587,04/18/18,20,3979,2281,8245,8430,3776
2588,04/18/18,21,3871,2283,8580,8865,3844
2589,04/18/18,22,3695,2284,8017,8751,3645
2590,04/18/18,23,3722,2283,6784,8472,3113
2591,04/18/18,24,3992,2284,4891,8422,3077
2592,04/19/18,1,4542,2284,4112,7719,2786
2593,04/19/18,2,4988,2283,3567,6927,2813
2594,04/19/18,3,3684,2283,4454,6964,2710
2595,04/19/18,4,4601,2283,3448,6776,2842
2596,04/19/18,5,4757,2282,3673,6757,2912
2597,04/19/18,6,5378,2283,3950,7009,3101
2598,04/19/18,7,5664,2284,4926,7762,3230
2599,04/19/18,8,7909,2283,4676,6972,3023
2600,04/19/18,9,11489,2283,3273,4897,2827
2601,04/19/18,10,13585,2282,2101,3572,2687
2602,04/19/18,11,13569,2280,1880,3236,2551
2603,04/19/18,12,13500,2280,2011,2821,2410
2604,04/19/18,13,12890,2281,1859,3178,2410
2605,04/19/18,14,12603,2283,1882,3276,2394
2606,04/19/18,15,13354,2281,1925,2374,2272
2607,04/19/18,16,12968,2282,2515,2257,2291
2608,04/19/18,17,11591,2283,2960,3532,2467
2609,04/19/18,18,9595,2283,3790,5209,2600
2610,04/19/18,19,6898,2283,5102,7156,3067
2611,04/19/18,20,6038,2283,6307,8090,3307
2612,04/19/18,21,6129,2283,6594,8657,3362
2613,04/19/18,22,6311,2283,5655,8650,3063
2614,04/19/18,23,6462,2285,4473,7901,3042
2615,04/19/18,24,6464,2288,3688,7105,2829
2616,04/20/18,1,6276,2285,3208,6782,2659
2617,04/20/18,2,6210,2284,2943,6454,2548
2618,04/20/18,3,5199,2285,3706,6312,2429
2619,04/20/18,4,6010,2284,2756,6259,2377
2620,04/20/18,5,5656,2283,3047,6496,2707
2621,04/20/18,6,5423,2284,3983,6742,3048
2622,04/20/18,7,5478,2284,4730,7681,3261
2623,04/20/18,8,8757,2283,3997,6181,3002
2624,04/20/18,9,12007,2284,3069,3524,2812
2625,04/20/18,10,12691,2284,2873,2680,2399
2626,04/20/18,11,12837,2283,2923,2129,2337
2627,04/20/18,12,13051,2283,2410,2292,2209
2628,04/20/18,13,13188,2284,2163,2176,2165
2629,04/20/18,14,13293,2282,2095,2336,2092
2630,04/20/18,15,13038,2283,2143,2469,2130
2631,04/20/18,16,13096,2284,2427,2346,2267
2632,04/20/18,17,13078,2282,2879,2443,2306
2633,04/20/18,18,11854,2284,3608,3756,2378
2634,04/20/18,19,8187,2285,5341,5963,2947
2635,04/20/18,20,5920,2285,6728,7544,3367
2636,04/20/18,21,6100,2283,6482,8095,3595
2637,04/20/18,22,5871,2283,6071,8213,3260
2638,04/20/18,23,5741,2282,5063,7981,2987
2639,04/20/18,24,5588,2283,4351,7243,2889
2640,04/21/18,1,5043,2285,3866,7307,2472
2641,04/21/18,2,4525,2283,3563,7271,2477
2642,04/21/18,3,2727,2285,4590,7495,2382
2643,04/21/18,4,2890,2286,3555,8044,2382
2644,04/21/18,5,2705,2285,3300,8536,2334
2645,04/21/18,6,2659,2285,3458,8654,2490
2646,04/21/18,7,3022,2285,3821,8318,2569
2647,04/21/18,8,6513,2284,2674,6428,2462
2648,04/21/18,9,9935,2284,1568,4289,2396
2649,04/21/18,10,11221,2285,948,3476,2318
2650,04/21/18,11,11849,2283,627,3189,2227
2651,04/21/18,12,12274,2283,850,2635,2131
2652,04/21/18,13,12204,2283,1204,2446,2103
2653,04/21/18,14,12064,2284,1333,2679,2170
2654,04/21/18,15,11659,2283,1759,3150,2230
2655,04/21/18,16,10840,2284,2456,4012,2283
2656,04/21/18,17,10159,2285,3461,4302,2403
2657,04/21/18,18,8395,2284,4484,5886,2535
2658,04/21/18,19,5163,2284,5932,8316,2818
2659,04/21/18,20,3802,2285,7049,8988,3385
2660,04/21/18,21,4112,2283,6969,9132,3502
2661,04/21/18,22,4326,2282,6647,8588,3198
2662,04/21/18,23,4470,2282,6031,7957,2705
2663,04/21/18,24,4459,2283,5007,7625,2467
2664,04/22/18,1,4434,2283,4511,6965,2433
2665,04/22/18,2,4314,2283,4358,6247,2466
2666,04/22/18,3,3281,2284,4634,6490,2320
2667,04/22/18,4,3950,2283,3589,6393,2413
2668,04/22/18,5,3576,2282,3636,6578,2414
2669,04/22/18,6,3200,2283,3765,6927,2506
2670,04/22/18,7,3156,2282,3831,6708,2726
2671,04/22/18,8,6093,2281,2401,5290,2689
2672,04/22/18,9,9608,2282,1680,2889,2456
2673,04/22/18,10,10893,2281,1477,2053,2263
2674,04/22/18,11,11724,2280,1464,1437,2204
2675,04/22/18,12,11610,2281,1526,1800,2157
2676,04/22/18,13,12025,2279,1642,1658,2192
2677,04/22/18,14,12257,2279,1552,2047,2230
2678,04/22/18,15,12618,2281,2102,1699,2265
2679,04/22/18,16,13022,2282,2848,1505,2373
2680,04/22/18,17,12944,2281,3661,2074,2373
2681,04/22/18,18,11216,2284,4308,4400,2486
2682,04/22/18,19,7060,2284,5888,7700,2934
2683,04/22/18,20,4331,2282,7436,9168,3430
2684,04/22/18,21,4462,2284,7606,9356,3504
2685,04/22/18,22,4380,2285,6828,9384,3110
2686,04/22/18,23,3905,2282,5975,9083,2636
2687,04/22/18,24,3927,2281,5102,8025,2481
2688,04/23/18,1,4156,2282,4745,6993,2373
2689,04/23/18,2,3925,2282,4262,6809,2416
2690,04/23/18,3,2992,2282,4890,6651,2422
2691,04/23/18,4,3757,2284,3999,6671,2419
2692,04/23/18,5,3847,2284,4189,6786,2480
2693,04/23/18,6,3760,2283,4931,7335,2600
2694,04/23/18,7,3929,2284,5654,8291,2572
2695,04/23/18,8,7417,2285,4981,6661,2629
2696,04/23/18,9,11003,2283,4537,3934,2421
2697,04/23/18,10,12467,2281,4174,2811,2369
2698,04/23/18,11,12949,2281,4047,2587,2331
2699,04/23/18,12,13013,2281,4107,2655,2289
2700,04/23/18,13,12932,2280,4416,2969,2275
2701,04/23/18,14,13024,2280,4618,3361,2288
2702,04/23/18,15,13230,2282,5365,2919,2416
2703,04/23/18,16,13196,2281,6200,2919,2474
2704,04/23/18,17,12442,2281,6799,3910,2482
2705,04/23/18,18,10175,2283,7872,5465,2815
2706,04/23/18,19,6468,2281,9722,7085,3383
2707,04/23/18,20,4043,2279,11676,7725,3573
2708,04/23/18,21,4328,2280,11088,8117,3587
2709,04/23/18,22,4715,2280,9192,8399,3112
2710,04/23/18,23,4837,2279,7712,7785,2800
2711,04/23/18,24,4944,2280,6391,6983,2623
2712,04/24/18,1,4887,2281,5451,6825,2305
2713,04/24/18,2,4852,2280,4505,6731,2463
2714,04/24/18,3,3758,2281,5274,6396,2430
2715,04/24/18,4,4266,2282,4546,6512,2321
2716,04/24/18,5,4045,2282,4984,6649,2300
2717,04/24/18,6,3604,2283,6107,7032,2492
2718,04/24/18,7,4137,2283,6710,7417,2697
2719,04/24/18,8,7543,2283,6159,5698,2642
2720,04/24/18,9,10715,2282,5343,3645,2442
2721,04/24/18,10,11787,2282,5419,2498,2307
2722,04/24/18,11,12415,2281,5007,2350,2176
2723,04/24/18,12,12976,2281,4920,1947,2086
2724,04/24/18,13,12677,2280,5137,2132,2133
2725,04/24/18,14,11758,2279,5523,3031,2226
2726,04/24/18,15,11760,2279,6010,2854,2379
2727,04/24/18,16,11781,2279,6440,2862,2506
2728,04/24/18,17,11253,2279,6959,3646,2539
2729,04/24/18,18,9747,2282,8143,4370,2931
2730,04/24/18,19,6951,2281,9311,6150,3264
2731,04/24/18,20,5100,2282,10096,7679,3513
2732,04/24/18,21,5172,2284,10305,7882,3459
2733,04/24/18,22,5245,2282,9463,7594,3001
2734,04/24/18,23,5175,2281,7955,7219,2726
2735,04/24/18,24,5047,2282,6188,7089,2629
2736,04/25/18,1,4605,2281,5008,7238,2651
2737,04/25/18,2,4768,2280,4265,7131,2421
2738,04/25/18,3,3813,2284,5181,6724,2305
2739,04/25/18,4,4573,2284,4245,6661,2325
2740,04/25/18,5,4457,2280,4661,6721,2356
2741,04/25/18,6,4217,2282,5613,6806,2902
2742,04/25/18,7,4637,2283,6518,6996,3141
2743,04/25/18,8,8069,2281,5299,5899,2998
2744,04/25/18,9,11462,2282,4608,3607,2544
2745,04/25/18,10,11861,2282,4668,3057,2380
2746,04/25/18,11,12637,2280,4620,2102,2476
2747,04/25/18,12,12540,2280,5027,1817,2301
2748,04/25/18,13,12629,2280,5016,1698,2341
2749,04/25/18,14,13144,2279,5331,1205,2510
2750,04/25/18,15,13322,2279,5713,1007,2712
2751,04/25/18,16,13195,2280,5922,1452,2932
2752,04/25/18,17,12576,2282,6270,2375,3133
2753,04/25/18,18,10666,2279,7130,4066,3342
2754,04/25/18,19,7044,2280,8819,5877,3948
2755,04/25/18,20,4836,2281,10076,7359,4147
2756,04/25/18,21,4944,2281,9996,7886,4130
2757,04/25/18,22,5069,2280,9280,7448,3741
2758,04/25/18,23,5232,2282,7374,7331,3278
2759,04/25/18,24,5209,2285,5569,7526,2822
2760,04/26/18,1,5083,2283,4917,7126,2690
2761,04/26/18,2,5090,2281,4082,7121,2527
2762,04/26/18,3,4285,2282,4693,6643,2460
2763,04/26/18,4,5269,2283,3506,6570,2477
2764,04/26/18,5,5293,2282,3856,6414,2567
2765,04/26/18,6,5024,2282,4949,6541,2925
2766,04/26/18,7,5319,2283,4757,7893,3241
2767,04/26/18,8,8425,2282,4275,6380,3234
2768,04/26/18,9,11916,2282,3651,4067,2822
2769,04/26/18,10,13398,2282,3061,3071,2513
2770,04/26/18,11,13584,2281,2986,2538,2453
2771,04/26/18,12,14045,2279,3033,1916,2347
2772,04/26/18,13,14387,2279,2944,1657,2299
2773,04/26/18,14,14461,2279,3157,1644,2350
2774,04/26/18,15,14508,2278,3628,1281,2507
2775,04/26/18,16,14312,2278,4025,1641,2570
2776,04/26/18,17,13402,2280,4555,2533,2859
2777,04/26/18,18,12137,2282,5418,3573,3047
2778,04/26/18,19,8216,2281,7195,5885,3425
2779,04/26/18,20,5675,2282,8938,6909,4034
2780,04/26/18,21,5540,2283,9107,7495,4057
2781,04/26/18,22,5589,2282,7969,7515,3818
2782,04/26/18,23,5446,2281,5913,8162,3295
2783,04/26/18,24,5022,2282,4957,7767,3110
2784,04/27/18,1,4861,2281,4235,7356,3057
2785,04/27/18,2,4822,2279,3606,7203,2951
2786,04/27/18,3,4238,2281,3617,7220,2852
2787,04/27/18,4,5530,2281,2698,6641,2787
2788,04/27/18,5,5741,2280,2899,6561,2828
2789,04/27/18,6,5743,2281,3691,6468,3372
2790,04/27/18,7,6155,2283,4031,7207,3654
