,Date,Hour,GEOTHERMAL,BIOMASS,BIOGAS,SMALL HYDRO,WIND TOTAL,SOLAR PV,SOLAR THERMAL
0,01/01/18,1,975,304,214,299,236,0,0
1,01/01/18,2,976,304,215,301,277,0,0
2,01/01/18,3,975,304,216,301,128,0,0
3,01/01/18,4,974,303,215,301,82,0,0
4,01/01/18,5,974,305,215,301,127,0,0
5,01/01/18,6,974,306,215,299,116,0,0
6,01/01/18,7,973,316,216,468,93,0,0
7,01/01/18,8,973,319,213,510,151,814,0
8,01/01/18,9,974,322,213,513,82,3743,33
9,01/01/18,10,972,321,213,338,22,5851,197
10,01/01/18,11,970,319,213,305,16,6395,277
11,01/01/18,12,967,345,214,306,41,6418,232
12,01/01/18,13,966,366,214,307,71,6573,202
13,01/01/18,14,965,367,215,309,106,6098,274
14,01/01/18,15,965,365,214,307,91,4631,155
15,01/01/18,16,964,366,213,325,76,2284,8
16,01/01/18,17,966,371,213,372,123,229,0
17,01/01/18,18,968,370,214,508,119,0,0
18,01/01/18,19,969,368,214,554,138,0,0
19,01/01/18,20,970,367,214,552,129,0,0
20,01/01/18,21,970,365,214,536,147,0,0
21,01/01/18,22,969,364,214,415,181,0,0
22,01/01/18,23,971,353,213,348,196,0,0
23,01/01/18,24,971,356,213,301,172,0,0
24,01/02/18,1,971,356,214,300,166,0,0
25,01/02/18,2,970,353,214,301,131,0,0
26,01/02/18,3,970,353,214,301,105,0,0
27,01/02/18,4,970,355,214,303,92,0,0
28,01/02/18,5,969,354,214,300,38,0,0
29,01/02/18,6,967,355,214,338,41,0,0
30,01/02/18,7,967,364,213,361,75,0,0
31,01/02/18,8,965,367,213,362,90,496,0
32,01/02/18,9,967,367,210,362,107,1977,0
33,01/02/18,10,966,356,211,366,157,3629,51
34,01/02/18,11,965,349,214,365,218,4353,74
35,01/02/18,12,964,357,214,356,300,5087,75
36,01/02/18,13,963,361,214,351,322,5390,75
37,01/02/18,14,964,363,214,350,284,5406,72
38,01/02/18,15,965,363,210,351,243,4462,70
39,01/02/18,16,965,369,210,355,163,2348,71
40,01/02/18,17,966,371,211,359,152,416,73
41,01/02/18,18,967,366,213,408,203,0,74
42,01/02/18,19,969,366,216,502,320,0,74
43,01/02/18,20,969,366,215,540,437,0,1
44,01/02/18,21,969,360,216,533,409,0,0
45,01/02/18,22,969,355,215,451,384,0,0
46,01/02/18,23,969,343,214,383,392,0,0
47,01/02/18,24,970,345,214,338,375,0,0
48,01/03/18,1,969,342,212,334,354,0,0
49,01/03/18,2,970,335,213,335,353,0,0
50,01/03/18,3,969,337,212,334,268,0,0
51,01/03/18,4,968,336,211,335,160,0,0
52,01/03/18,5,969,338,211,336,148,0,0
53,01/03/18,6,969,337,212,332,162,0,0
54,01/03/18,7,968,346,211,360,189,0,0
55,01/03/18,8,968,350,209,399,137,399,0
56,01/03/18,9,968,354,201,353,91,1915,0
57,01/03/18,10,968,353,208,348,79,3356,0
58,01/03/18,11,966,349,208,349,83,4483,0
59,01/03/18,12,965,349,211,349,75,3886,33
60,01/03/18,13,966,350,211,323,62,2978,118
61,01/03/18,14,967,350,211,313,90,2071,5
62,01/03/18,15,964,346,213,316,115,1820,0
63,01/03/18,16,964,325,213,351,238,658,0
64,01/03/18,17,963,320,212,405,235,74,0
65,01/03/18,18,963,322,210,404,225,0,0
66,01/03/18,19,910,329,211,402,309,0,0
67,01/03/18,20,895,319,210,403,324,0,0
68,01/03/18,21,896,309,212,377,307,0,0
69,01/03/18,22,898,305,208,338,327,0,0
70,01/03/18,23,896,294,209,335,392,0,0
71,01/03/18,24,895,292,210,334,393,0,0
72,01/04/18,1,896,294,211,297,404,0,0
73,01/04/18,2,897,293,211,280,453,0,0
74,01/04/18,3,898,296,211,281,332,0,0
75,01/04/18,4,899,297,210,276,303,0,0
76,01/04/18,5,900,296,211,276,286,0,0
77,01/04/18,6,901,296,211,324,291,0,0
78,01/04/18,7,904,309,210,334,217,0,0
79,01/04/18,8,905,321,184,331,285,855,0
80,01/04/18,9,908,324,185,318,81,3137,102
81,01/04/18,10,906,323,203,317,47,5097,244
82,01/04/18,11,902,321,210,316,55,5737,309
83,01/04/18,12,903,321,210,318,89,5902,191
84,01/04/18,13,898,323,211,305,186,6111,96
85,01/04/18,14,901,320,210,294,202,6409,158
86,01/04/18,15,902,328,209,331,169,6024,93
87,01/04/18,16,901,348,209,346,170,3889,58
88,01/04/18,17,902,350,209,405,209,738,0
89,01/04/18,18,902,348,209,407,207,0,0
90,01/04/18,19,903,348,210,407,180,0,0
91,01/04/18,20,903,348,210,406,212,0,0
92,01/04/18,21,902,345,209,408,230,0,0
93,01/04/18,22,902,341,209,374,251,0,0
94,01/04/18,23,902,330,209,338,347,0,0
95,01/04/18,24,902,333,209,328,521,0,0
96,01/05/18,1,903,334,209,240,683,0,0
97,01/05/18,2,904,335,208,237,620,0,0
98,01/05/18,3,903,337,208,239,431,0,0
99,01/05/18,4,903,344,209,238,302,0,0
100,01/05/18,5,903,349,209,237,266,0,0
101,01/05/18,6,904,350,210,394,272,0,0
102,01/05/18,7,903,357,209,472,282,0,0
103,01/05/18,8,903,362,207,466,260,913,0
104,01/05/18,9,902,365,209,384,416,4119,131
105,01/05/18,10,903,363,207,305,460,6375,276
106,01/05/18,11,902,366,209,281,362,6534,347
107,01/05/18,12,903,364,209,306,285,6751,367
108,01/05/18,13,904,368,209,312,341,6743,364
109,01/05/18,14,906,368,209,312,496,6416,336
110,01/05/18,15,906,368,209,312,471,5460,278
111,01/05/18,16,908,373,209,321,591,2870,139
112,01/05/18,17,910,376,209,425,1067,390,0
113,01/05/18,18,910,372,210,537,1443,0,0
114,01/05/18,19,922,372,210,543,1318,0,0
115,01/05/18,20,924,370,210,505,879,0,0
116,01/05/18,21,926,366,210,387,548,0,0
117,01/05/18,22,926,361,210,336,575,0,0
118,01/05/18,23,928,353,209,334,556,0,0
119,01/05/18,24,930,352,210,314,825,0,0
120,01/06/18,1,929,351,211,289,1074,0,0
121,01/06/18,2,929,350,210,287,713,0,0
122,01/06/18,3,929,351,211,247,420,0,0
123,01/06/18,4,931,353,211,283,431,0,0
124,01/06/18,5,931,355,211,294,809,0,0
125,01/06/18,6,931,356,210,425,1324,0,0
126,01/06/18,7,921,349,210,447,1733,0,0
127,01/06/18,8,913,349,210,489,1593,359,0
128,01/06/18,9,913,352,211,420,1503,1884,0
129,01/06/18,10,912,350,210,321,1339,3451,0
130,01/06/18,11,910,349,210,274,1240,3597,0
131,01/06/18,12,910,349,209,270,1511,4075,0
132,01/06/18,13,909,354,210,268,1889,4047,0
133,01/06/18,14,907,354,210,270,2171,3690,0
134,01/06/18,15,907,351,210,273,2085,2362,0
135,01/06/18,16,908,353,210,308,2427,1029,0
136,01/06/18,17,908,353,210,457,2706,147,0
137,01/06/18,18,928,354,210,491,2561,0,0
138,01/06/18,19,925,351,210,490,2044,0,0
139,01/06/18,20,927,349,210,489,1872,0,0
140,01/06/18,21,927,346,210,435,1663,0,0
141,01/06/18,22,927,344,209,358,1509,0,0
142,01/06/18,23,927,332,204,344,1495,0,0
143,01/06/18,24,928,331,193,317,1397,0,0
144,01/07/18,1,928,332,192,301,1702,0,0
145,01/07/18,2,929,330,203,303,1564,0,0
146,01/07/18,3,930,332,209,303,1029,0,0
147,01/07/18,4,930,333,210,302,558,0,0
148,01/07/18,5,930,331,209,306,415,0,0
149,01/07/18,6,930,332,210,432,358,0,0
150,01/07/18,7,930,343,209,493,334,0,0
151,01/07/18,8,929,348,208,493,385,623,0
152,01/07/18,9,929,353,209,413,440,3151,35
153,01/07/18,10,928,351,209,272,517,4708,169
154,01/07/18,11,926,347,209,271,452,5612,323
155,01/07/18,12,925,346,209,270,266,5855,350
156,01/07/18,13,924,347,207,270,352,5964,327
157,01/07/18,14,923,348,207,270,321,5479,322
158,01/07/18,15,924,349,208,274,293,4972,265
159,01/07/18,16,924,351,208,310,133,2427,26
160,01/07/18,17,926,350,207,437,49,278,0
161,01/07/18,18,927,350,207,488,31,0,0
162,01/07/18,19,928,348,207,489,36,0,0
163,01/07/18,20,929,338,207,488,2,0,0
164,01/07/18,21,929,322,207,443,0,0,0
165,01/07/18,22,930,319,209,363,0,0,0
166,01/07/18,23,931,310,210,350,18,0,0
167,01/07/18,24,931,310,211,316,62,0,0
168,01/08/18,1,931,310,211,297,49,0,0
169,01/08/18,2,930,307,211,295,33,0,0
170,01/08/18,3,929,307,210,294,61,0,0
171,01/08/18,4,928,308,211,296,103,0,0
172,01/08/18,5,926,308,210,297,129,0,0
173,01/08/18,6,925,307,210,400,145,0,0
174,01/08/18,7,924,316,210,459,209,0,0
175,01/08/18,8,923,323,207,460,176,120,0
176,01/08/18,9,932,327,208,458,250,712,0
177,01/08/18,10,932,327,207,328,315,1284,0
178,01/08/18,11,930,325,207,306,291,1742,0
179,01/08/18,12,950,325,207,305,367,1999,0
180,01/08/18,13,985,333,209,310,301,1884,0
181,01/08/18,14,989,331,206,312,282,1382,0
182,01/08/18,15,989,330,207,317,338,1003,0
183,01/08/18,16,987,334,210,320,354,629,0
184,01/08/18,17,988,335,210,426,417,39,0
185,01/08/18,18,989,333,211,514,585,0,0
186,01/08/18,19,990,334,211,514,695,0,0
187,01/08/18,20,989,331,211,479,838,0,0
188,01/08/18,21,992,309,209,467,924,0,0
189,01/08/18,22,992,289,211,427,1036,0,0
190,01/08/18,23,990,273,212,361,1159,0,0
191,01/08/18,24,988,271,210,344,1091,0,0
192,01/09/18,1,977,271,211,291,953,0,0
193,01/09/18,2,976,283,211,293,906,0,0
194,01/09/18,3,978,285,211,295,936,0,0
195,01/09/18,4,974,285,211,297,1285,0,0
196,01/09/18,5,976,285,210,297,1857,0,0
197,01/09/18,6,976,286,210,388,2109,0,0
198,01/09/18,7,972,295,185,491,2240,0,0
199,01/09/18,8,946,301,162,500,1393,284,0
200,01/09/18,9,949,299,161,463,982,1398,0
201,01/09/18,10,949,298,161,426,1030,2968,0
202,01/09/18,11,947,293,180,374,1600,2942,0
203,01/09/18,12,947,297,194,373,1357,3088,0
204,01/09/18,13,948,300,194,320,1324,2906,0
205,01/09/18,14,948,300,195,305,1165,2856,0
206,01/09/18,15,949,301,196,305,1023,2387,0
207,01/09/18,16,950,303,198,305,900,1803,0
208,01/09/18,17,950,305,204,456,929,338,0
209,01/09/18,18,951,306,204,494,954,0,0
210,01/09/18,19,952,289,207,494,1436,0,0
211,01/09/18,20,954,288,214,458,2069,0,0
212,01/09/18,21,956,282,214,451,2550,0,0
213,01/09/18,22,958,284,213,407,2765,0,0
214,01/09/18,23,959,284,212,332,2909,0,0
215,01/09/18,24,960,284,211,288,2911,0,0
216,01/10/18,1,951,286,210,277,3079,0,0
217,01/10/18,2,952,287,211,276,3226,0,0
218,01/10/18,3,953,289,210,278,2901,0,0
219,01/10/18,4,955,289,210,271,2775,0,0
220,01/10/18,5,955,289,210,274,2972,0,0
221,01/10/18,6,954,290,209,367,2884,0,0
222,01/10/18,7,953,296,201,467,2828,0,0
223,01/10/18,8,931,297,187,474,2769,805,0
224,01/10/18,9,934,301,183,475,2915,3227,0
225,01/10/18,10,934,304,184,404,3055,4738,86
226,01/10/18,11,939,304,186,322,2723,5677,251
227,01/10/18,12,936,301,186,322,2748,5886,339
228,01/10/18,13,933,302,193,326,2852,5956,351
229,01/10/18,14,943,300,191,326,2845,5674,351
230,01/10/18,15,948,303,196,331,2893,4823,251
231,01/10/18,16,948,303,199,333,2827,2950,172
232,01/10/18,17,950,307,202,443,2628,561,0
233,01/10/18,18,952,303,201,526,2488,0,0
234,01/10/18,19,953,304,203,528,2716,0,0
235,01/10/18,20,953,302,202,511,2975,0,0
236,01/10/18,21,954,300,199,488,2637,0,0
237,01/10/18,22,955,296,204,486,1943,0,0
238,01/10/18,23,956,286,206,371,1325,0,0
239,01/10/18,24,954,285,207,346,1316,0,0
240,01/11/18,1,946,286,234,331,1278,0,0
241,01/11/18,2,947,284,236,293,1770,0,0
242,01/11/18,3,946,287,235,289,1658,0,0
243,01/11/18,4,946,292,235,286,1111,0,0
244,01/11/18,5,947,293,236,284,1248,0,0
245,01/11/18,6,947,291,236,394,979,0,0
246,01/11/18,7,947,296,235,423,529,0,0
247,01/11/18,8,939,297,232,343,618,956,0
248,01/11/18,9,954,301,232,337,470,3894,191
249,01/11/18,10,953,302,230,336,449,5932,351
250,01/11/18,11,950,303,229,337,447,6591,375
251,01/11/18,12,946,300,228,338,434,6610,379
252,01/11/18,13,946,296,234,337,452,6700,321
253,01/11/18,14,946,288,234,339,375,6743,371
254,01/11/18,15,945,292,238,340,316,6500,337
255,01/11/18,16,946,293,242,346,332,4552,226
256,01/11/18,17,945,297,242,388,397,957,19
257,01/11/18,18,944,298,242,551,568,0,0
258,01/11/18,19,952,305,242,555,743,0,0
259,01/11/18,20,985,318,243,546,687,0,0
260,01/11/18,21,978,319,243,524,851,0,0
261,01/11/18,22,967,313,243,494,1091,0,0
262,01/11/18,23,966,299,243,456,1227,0,0
263,01/11/18,24,965,298,241,367,1184,0,0
264,01/12/18,1,928,299,241,335,1350,0,0
265,01/12/18,2,918,300,242,318,1506,0,0
266,01/12/18,3,923,301,242,290,1577,0,0
267,01/12/18,4,922,304,242,290,1642,0,0
268,01/12/18,5,921,303,242,307,1744,0,0
269,01/12/18,6,921,303,241,432,1917,0,0
270,01/12/18,7,922,313,241,461,2264,0,0
271,01/12/18,8,922,318,240,376,2348,876,0
272,01/12/18,9,921,317,241,372,1486,3537,121
273,01/12/18,10,920,318,239,360,1008,5700,318
274,01/12/18,11,920,317,240,345,757,6707,370
275,01/12/18,12,918,318,241,345,575,6840,380
276,01/12/18,13,917,317,243,349,429,6914,379
277,01/12/18,14,917,318,243,353,272,6783,374
278,01/12/18,15,914,312,241,356,138,5980,331
279,01/12/18,16,854,302,237,363,56,3937,205
280,01/12/18,17,860,317,241,413,209,846,16
281,01/12/18,18,869,324,242,560,354,0,0
282,01/12/18,19,870,324,241,570,308,0,0
283,01/12/18,20,871,320,242,575,356,0,0
284,01/12/18,21,871,316,241,573,402,0,0
285,01/12/18,22,872,312,242,548,327,0,0
286,01/12/18,23,872,301,241,445,305,0,0
287,01/12/18,24,872,301,241,373,329,0,0
288,01/13/18,1,867,299,242,301,330,0,0
289,01/13/18,2,916,298,242,294,368,0,0
290,01/13/18,3,927,300,243,296,400,0,0
291,01/13/18,4,925,301,243,295,427,0,0
292,01/13/18,5,925,306,242,293,436,0,0
293,01/13/18,6,916,305,242,413,506,0,0
294,01/13/18,7,871,317,242,443,469,0,0
295,01/13/18,8,913,320,241,359,496,889,17
296,01/13/18,9,908,320,241,329,481,3675,247
297,01/13/18,10,902,320,241,304,506,5408,360
298,01/13/18,11,899,321,241,304,548,5971,368
299,01/13/18,12,896,318,242,294,592,6236,367
300,01/13/18,13,891,322,241,265,680,6348,359
301,01/13/18,14,891,319,240,262,723,6117,363
302,01/13/18,15,889,320,239,264,693,5655,319
303,01/13/18,16,888,320,241,304,610,3790,214
304,01/13/18,17,894,322,241,350,521,789,16
305,01/13/18,18,913,322,241,551,529,0,0
306,01/13/18,19,917,322,235,567,508,0,0
307,01/13/18,20,917,325,211,564,550,0,0
308,01/13/18,21,917,320,210,561,477,0,0
309,01/13/18,22,917,317,209,524,314,0,0
310,01/13/18,23,928,306,209,455,280,0,0
311,01/13/18,24,944,305,213,362,280,0,0
312,01/14/18,1,952,303,224,327,286,0,0
313,01/14/18,2,958,302,239,286,376,0,0
314,01/14/18,3,965,303,242,288,383,0,0
315,01/14/18,4,971,302,239,288,458,0,0
316,01/14/18,5,971,304,239,324,414,0,0
317,01/14/18,6,973,305,238,412,415,0,0
318,01/14/18,7,972,311,237,435,557,0,0
319,01/14/18,8,971,319,237,358,485,807,0
320,01/14/18,9,972,330,235,350,377,3225,109
321,01/14/18,10,971,333,237,345,353,4888,321
322,01/14/18,11,970,333,240,310,306,5799,345
323,01/14/18,12,969,336,240,311,215,5939,294
324,01/14/18,13,968,334,240,312,109,5844,270
325,01/14/18,14,969,335,240,313,34,5310,207
326,01/14/18,15,969,328,241,309,26,5174,69
327,01/14/18,16,972,321,238,351,29,3628,35
328,01/14/18,17,972,320,236,400,63,683,0
329,01/14/18,18,974,317,238,560,116,0,0
330,01/14/18,19,975,312,240,562,167,0,0
331,01/14/18,20,975,307,240,563,218,0,0
332,01/14/18,21,975,306,240,561,252,0,0
333,01/14/18,22,975,311,239,561,480,0,0
334,01/14/18,23,975,306,239,470,326,0,0
335,01/14/18,24,976,306,238,380,304,0,0
336,01/15/18,1,975,306,239,312,301,0,0
337,01/15/18,2,975,306,240,313,291,0,0
338,01/15/18,3,974,308,240,313,298,0,0
339,01/15/18,4,975,307,240,312,301,0,0
340,01/15/18,5,976,310,241,313,246,0,0
341,01/15/18,6,976,312,241,442,305,0,0
342,01/15/18,7,976,320,240,513,307,0,0
343,01/15/18,8,976,329,239,507,298,944,0
344,01/15/18,9,976,336,239,508,296,3923,154
345,01/15/18,10,974,344,239,388,276,5969,316
346,01/15/18,11,973,326,240,355,278,6520,342
347,01/15/18,12,972,320,240,351,308,6607,386
348,01/15/18,13,934,319,240,349,352,6361,385
349,01/15/18,14,943,323,240,347,469,5768,381
350,01/15/18,15,946,322,236,349,497,4286,345
351,01/15/18,16,946,327,237,437,498,2192,237
352,01/15/18,17,947,329,239,471,532,403,22
353,01/15/18,18,945,326,238,550,448,0,0
354,01/15/18,19,958,336,239,551,450,0,0
355,01/15/18,20,964,343,239,551,217,0,0
356,01/15/18,21,964,344,238,552,177,0,0
357,01/15/18,22,963,341,238,518,107,0,0
358,01/15/18,23,963,331,238,446,76,0,0
359,01/15/18,24,964,330,237,408,101,0,0
360,01/16/18,1,964,330,238,316,332,0,0
361,01/16/18,2,962,327,225,311,404,0,0
362,01/16/18,3,963,329,209,312,606,0,0
363,01/16/18,4,964,332,208,315,787,0,0
364,01/16/18,5,966,334,207,316,658,0,0
365,01/16/18,6,968,329,204,352,676,0,0
366,01/16/18,7,966,330,206,347,713,0,0
367,01/16/18,8,965,335,206,347,819,543,0
368,01/16/18,9,964,333,206,345,632,1969,0
369,01/16/18,10,963,338,206,348,343,3563,0
370,01/16/18,11,961,341,209,346,518,4693,0
371,01/16/18,12,960,338,209,348,1018,4545,0
372,01/16/18,13,961,340,207,346,1366,4772,0
373,01/16/18,14,961,340,205,350,1061,4819,39
374,01/16/18,15,960,339,198,349,1440,3434,72
375,01/16/18,16,961,346,221,350,1501,1932,77
376,01/16/18,17,962,344,240,362,1259,381,0
377,01/16/18,18,963,342,241,494,657,0,0
378,01/16/18,19,965,340,242,494,300,0,0
379,01/16/18,20,974,339,240,495,213,0,0
380,01/16/18,21,976,334,239,461,235,0,0
381,01/16/18,22,971,334,239,451,288,0,0
382,01/16/18,23,972,326,241,393,303,0,0
383,01/16/18,24,972,325,240,393,310,0,0
384,01/17/18,1,972,313,242,326,340,0,0
385,01/17/18,2,973,303,242,323,328,0,0
386,01/17/18,3,974,308,239,323,331,0,0
387,01/17/18,4,974,304,233,323,371,0,0
388,01/17/18,5,975,304,236,325,340,0,0
389,01/17/18,6,974,304,234,388,342,0,0
390,01/17/18,7,972,307,233,456,361,0,0
391,01/17/18,8,970,307,228,464,350,904,0
392,01/17/18,9,967,310,229,461,349,3569,20
393,01/17/18,10,961,314,228,367,361,5035,169
394,01/17/18,11,957,313,231,361,348,5374,336
395,01/17/18,12,953,316,234,361,281,5632,368
396,01/17/18,13,955,317,235,344,197,6071,331
397,01/17/18,14,961,318,233,343,172,6204,271
398,01/17/18,15,960,314,224,343,155,5774,33
399,01/17/18,16,960,320,231,392,150,3912,11
400,01/17/18,17,964,322,233,460,234,1045,0
401,01/17/18,18,966,320,232,536,328,0,0
402,01/17/18,19,966,320,232,540,366,0,0
403,01/17/18,20,968,320,232,534,397,0,0
404,01/17/18,21,971,317,232,534,403,0,0
405,01/17/18,22,956,310,234,498,407,0,0
406,01/17/18,23,819,304,235,431,495,0,0
407,01/17/18,24,831,303,235,314,465,0,0
408,01/18/18,1,907,303,236,320,437,0,0
409,01/18/18,2,924,300,236,283,441,0,0
410,01/18/18,3,926,305,236,285,397,0,0
411,01/18/18,4,924,306,236,285,370,0,0
412,01/18/18,5,924,306,236,285,428,0,0
413,01/18/18,6,933,304,235,383,348,0,0
414,01/18/18,7,964,305,234,490,324,0,0
415,01/18/18,8,966,311,232,531,249,841,0
416,01/18/18,9,965,317,229,464,185,3937,122
417,01/18/18,10,964,317,228,336,245,5496,322
418,01/18/18,11,963,313,226,337,205,5956,332
419,01/18/18,12,963,313,229,336,221,6278,304
420,01/18/18,13,963,316,229,335,230,6412,375
421,01/18/18,14,963,310,232,341,402,6594,371
422,01/18/18,15,965,312,234,341,507,6176,347
423,01/18/18,16,967,312,236,398,729,4144,216
424,01/18/18,17,969,314,238,503,914,976,23
425,01/18/18,18,970,311,242,568,918,0,0
426,01/18/18,19,971,312,242,582,1049,0,0
427,01/18/18,20,972,314,245,578,939,0,0
428,01/18/18,21,973,312,244,568,953,0,0
429,01/18/18,22,974,301,243,545,872,0,0
430,01/18/18,23,974,287,244,524,1001,0,0
431,01/18/18,24,975,290,245,445,1210,0,0
432,01/19/18,1,975,296,246,364,1342,0,0
433,01/19/18,2,976,300,247,345,1270,0,0
434,01/19/18,3,952,302,247,345,1321,0,0
435,01/19/18,4,933,303,247,342,1931,0,0
436,01/19/18,5,929,303,246,333,2464,0,0
437,01/19/18,6,930,302,246,471,2358,0,0
438,01/19/18,7,930,310,243,509,2102,0,0
439,01/19/18,8,930,311,242,534,1994,885,6
440,01/19/18,9,930,315,234,492,2176,3418,225
441,01/19/18,10,930,314,237,392,2107,5109,230
442,01/19/18,11,929,311,242,343,2270,5274,113
443,01/19/18,12,929,298,244,335,2529,5036,155
444,01/19/18,13,944,286,244,335,2578,4797,262
445,01/19/18,14,949,288,244,335,2398,4309,262
446,01/19/18,15,949,284,244,331,2899,3139,40
447,01/19/18,16,949,291,244,379,3372,2122,0
448,01/19/18,17,956,292,244,447,3318,615,0
449,01/19/18,18,963,288,243,536,3812,0,0
450,01/19/18,19,963,289,244,541,4015,0,0
451,01/19/18,20,964,288,243,539,3992,0,0
452,01/19/18,21,965,285,243,504,3894,0,0
453,01/19/18,22,966,285,241,489,3901,0,0
454,01/19/18,23,968,273,242,486,3827,0,0
455,01/19/18,24,969,269,245,443,3896,0,0
456,01/20/18,1,969,270,248,335,3794,0,0
457,01/20/18,2,975,271,248,323,3765,0,0
458,01/20/18,3,981,273,247,323,3445,0,0
459,01/20/18,4,982,279,247,322,3430,0,0
460,01/20/18,5,982,278,246,323,3462,0,0
461,01/20/18,6,982,283,244,437,3460,0,0
462,01/20/18,7,982,293,243,487,3386,0,0
463,01/20/18,8,982,303,245,496,3355,787,0
464,01/20/18,9,993,308,244,492,3261,3054,0
465,01/20/18,10,993,307,243,319,3468,4577,0
466,01/20/18,11,992,312,244,317,3658,5399,0
467,01/20/18,12,996,316,244,317,3201,6084,0
468,01/20/18,13,997,318,244,312,3106,6192,0
469,01/20/18,14,997,313,245,314,3751,5874,0
470,01/20/18,15,994,312,243,319,3734,5748,0
471,01/20/18,16,992,309,243,373,3746,4547,0
472,01/20/18,17,997,313,243,491,3622,1180,0
473,01/20/18,18,997,309,241,554,3525,0,0
474,01/20/18,19,997,305,240,585,3650,0,0
475,01/20/18,20,998,307,240,547,3805,0,0
476,01/20/18,21,998,303,241,538,3535,0,0
477,01/20/18,22,999,299,242,533,3065,0,0
478,01/20/18,23,999,288,241,488,2641,0,0
479,01/20/18,24,989,291,241,482,2111,0,0
480,01/21/18,1,941,283,242,299,1401,0,0
481,01/21/18,2,940,278,242,290,1107,0,0
482,01/21/18,3,940,279,242,292,1163,0,0
483,01/21/18,4,911,278,242,286,993,0,0
484,01/21/18,5,890,279,242,292,713,0,0
485,01/21/18,6,889,281,242,356,421,0,0
486,01/21/18,7,890,291,241,447,389,0,0
487,01/21/18,8,892,292,240,452,406,1244,0
488,01/21/18,9,902,296,240,449,386,4658,26
489,01/21/18,10,903,296,241,327,431,6659,228
490,01/21/18,11,900,293,242,313,416,7214,216
491,01/21/18,12,898,293,242,313,414,7466,307
492,01/21/18,13,898,293,242,311,367,7348,387
493,01/21/18,14,898,295,245,311,419,7509,390
494,01/21/18,15,897,294,243,311,456,6758,358
495,01/21/18,16,896,293,242,365,414,4617,277
496,01/21/18,17,896,294,241,452,375,1206,54
497,01/21/18,18,890,293,240,576,414,0,0
498,01/21/18,19,910,294,241,576,463,0,0
499,01/21/18,20,931,291,241,542,774,0,0
500,01/21/18,21,944,287,241,536,746,0,0
501,01/21/18,22,944,285,242,530,811,0,0
502,01/21/18,23,942,273,241,469,737,0,0
503,01/21/18,24,940,275,241,390,747,0,0
504,01/22/18,1,921,276,243,306,779,0,0
505,01/22/18,2,887,275,243,302,693,0,0
506,01/22/18,3,882,276,243,269,838,0,0
507,01/22/18,4,882,276,243,270,980,0,0
508,01/22/18,5,881,276,242,306,981,0,0
509,01/22/18,6,882,277,242,339,924,0,0
510,01/22/18,7,884,286,241,470,679,0,0
511,01/22/18,8,887,289,241,492,537,1013,0
512,01/22/18,9,892,292,240,486,498,4997,108
513,01/22/18,10,892,292,241,328,523,7219,296
514,01/22/18,11,891,296,241,317,477,7691,312
515,01/22/18,12,889,291,242,321,423,7456,320
516,01/22/18,13,889,295,243,326,327,7458,321
517,01/22/18,14,890,294,243,329,337,7671,322
518,01/22/18,15,891,280,242,331,428,7322,319
519,01/22/18,16,896,261,243,384,697,5460,270
520,01/22/18,17,903,265,243,504,725,1503,64
521,01/22/18,18,906,268,242,585,689,16,0
522,01/22/18,19,910,270,243,577,1209,0,0
523,01/22/18,20,923,269,243,580,1399,0,0
524,01/22/18,21,939,263,243,547,1072,0,0
525,01/22/18,22,943,263,243,541,756,0,0
526,01/22/18,23,943,253,242,516,592,0,0
527,01/22/18,24,942,253,241,424,481,0,0
528,01/23/18,1,943,253,243,323,448,0,0
529,01/23/18,2,943,252,243,311,459,0,0
530,01/23/18,3,943,251,243,272,513,0,0
531,01/23/18,4,939,253,242,271,523,0,0
532,01/23/18,5,911,251,241,304,495,0,0
533,01/23/18,6,908,246,242,311,455,0,0
534,01/23/18,7,907,255,240,335,491,0,0
535,01/23/18,8,906,259,231,372,412,1255,23
536,01/23/18,9,905,264,229,372,366,4563,147
537,01/23/18,10,904,284,227,339,328,6410,298
538,01/23/18,11,903,285,227,335,411,6809,322
539,01/23/18,12,902,283,227,347,457,6975,377
540,01/23/18,13,904,287,227,345,455,7278,387
541,01/23/18,14,897,286,233,337,317,7544,387
542,01/23/18,15,902,287,232,334,241,7206,380
543,01/23/18,16,902,288,233,333,188,5412,310
544,01/23/18,17,905,290,237,375,185,1597,77
545,01/23/18,18,915,285,237,428,270,20,0
546,01/23/18,19,933,287,237,421,340,0,0
547,01/23/18,20,943,287,241,464,386,0,0
548,01/23/18,21,953,283,241,437,303,0,0
549,01/23/18,22,954,281,240,404,257,0,0
550,01/23/18,23,955,257,242,396,238,0,0
551,01/23/18,24,953,263,241,365,251,0,0
552,01/24/18,1,952,269,243,319,247,0,0
553,01/24/18,2,952,268,243,316,266,0,0
554,01/24/18,3,952,268,244,317,266,0,0
555,01/24/18,4,950,271,244,318,338,0,0
556,01/24/18,5,924,273,244,308,398,0,0
557,01/24/18,6,918,272,240,376,432,0,0
558,01/24/18,7,918,277,241,419,539,0,0
559,01/24/18,8,927,280,231,380,584,1388,12
560,01/24/18,9,933,281,228,389,592,4994,198
561,01/24/18,10,933,260,229,342,572,7246,282
562,01/24/18,11,930,259,203,333,523,7576,340
563,01/24/18,12,929,263,213,336,543,7336,396
564,01/24/18,13,928,265,230,348,645,7228,397
