,Date,Hour,GEOTHERMAL,BIOMASS,BIOGAS,SMALL HYDRO,WIND TOTAL,SOLAR PV,SOLAR THERMAL
1152,02/18/18,1,1005,324,242,222,2867,0,0
1153,02/18/18,2,1005,322,244,223,2807,0,0
1154,02/18/18,3,1006,323,245,226,2981,0,0
1155,02/18/18,4,1007,322,245,225,2876,0,0
1156,02/18/18,5,1006,322,246,226,2895,0,0
1157,02/18/18,6,1007,324,246,225,3136,0,0
1158,02/18/18,7,1007,334,246,226,3240,101,0
1159,02/18/18,8,1007,339,245,220,2950,2767,43
1160,02/18/18,9,1008,342,245,207,2961,6516,214
1161,02/18/18,10,1005,340,246,213,3204,7687,283
1162,02/18/18,11,1005,336,246,212,3741,7362,278
1163,02/18/18,12,998,336,245,212,3737,6911,242
1164,02/18/18,13,997,330,244,213,3988,6691,252
1165,02/18/18,14,1003,325,244,211,4128,6347,249
1166,02/18/18,15,1004,326,244,211,4164,6757,238
1167,02/18/18,16,998,338,245,208,4298,6544,131
1168,02/18/18,17,1008,340,245,246,4407,3505,37
1169,02/18/18,18,1009,340,245,421,4152,259,0
1170,02/18/18,19,1009,338,245,442,3959,0,0
1171,02/18/18,20,1007,335,246,438,3794,0,0
1172,02/18/18,21,1010,329,246,379,3899,0,0
1173,02/18/18,22,1011,325,245,246,3971,0,0
1174,02/18/18,23,1010,315,245,218,3962,0,0
1175,02/18/18,24,1010,315,246,216,3781,0,0
1176,02/19/18,1,1000,314,246,217,3654,0,0
1177,02/19/18,2,993,315,239,214,3456,0,0
1178,02/19/18,3,984,314,238,210,3347,0,0
1179,02/19/18,4,1005,313,239,193,3072,0,0
1180,02/19/18,5,1004,314,239,213,2936,0,0
1181,02/19/18,6,1005,311,244,217,2851,0,0
1182,02/19/18,7,1005,318,244,260,2925,95,0
1183,02/19/18,8,1004,320,243,265,2966,2429,16
1184,02/19/18,9,1003,321,243,286,3027,5211,11
1185,02/19/18,10,1003,318,244,252,2936,6317,37
1186,02/19/18,11,1003,319,245,249,3114,7903,117
1187,02/19/18,12,1003,315,245,252,3139,7997,113
1188,02/19/18,13,1009,316,244,252,3269,7990,64
1189,02/19/18,14,1009,323,243,252,3545,7515,0
1190,02/19/18,15,1009,325,243,256,3397,6920,0
1191,02/19/18,16,1009,326,243,254,3186,6065,0
1192,02/19/18,17,1009,327,241,263,3243,2770,0
1193,02/19/18,18,1010,327,241,399,3148,162,0
1194,02/19/18,19,1011,328,241,444,2958,0,0
1195,02/19/18,20,1011,329,240,448,2703,0,0
1196,02/19/18,21,1011,335,239,418,2832,0,0
1197,02/19/18,22,1012,332,238,232,2847,0,0
1198,02/19/18,23,1012,321,238,225,3005,0,0
1199,02/19/18,24,1011,321,237,225,2947,0,0
1200,02/20/18,1,1000,321,239,222,2833,0,0
1201,02/20/18,2,1000,321,238,222,2663,0,0
1202,02/20/18,3,1000,323,238,223,1772,0,0
1203,02/20/18,4,1010,321,239,222,1344,0,0
1204,02/20/18,5,1011,320,238,220,1324,0,0
1205,02/20/18,6,1011,320,231,226,1540,0,0
1206,02/20/18,7,1011,327,229,268,1108,140,0
1207,02/20/18,8,1010,330,228,269,683,3168,22
1208,02/20/18,9,1008,331,207,271,488,7308,96
1209,02/20/18,10,1008,332,202,236,444,8919,217
1210,02/20/18,11,1008,332,207,231,448,9220,274
1211,02/20/18,12,1007,323,214,233,319,9154,287
1212,02/20/18,13,1006,328,231,257,308,9139,283
1213,02/20/18,14,1006,329,236,283,363,8991,280
1214,02/20/18,15,1007,329,236,283,376,8864,282
1215,02/20/18,16,1007,334,238,283,531,7738,270
1216,02/20/18,17,1009,338,240,256,706,4065,138
1217,02/20/18,18,1010,337,241,351,988,428,0
1218,02/20/18,19,1010,336,240,427,1308,14,0
1219,02/20/18,20,1010,336,235,424,1211,15,0
1220,02/20/18,21,1010,331,235,417,933,16,0
1221,02/20/18,22,1010,329,239,238,1041,15,0
1222,02/20/18,23,1010,316,238,231,1150,15,0
1223,02/20/18,24,1009,318,239,231,1078,15,0
1224,02/21/18,1,999,320,239,224,1371,15,0
1225,02/21/18,2,999,318,239,224,1562,15,0
1226,02/21/18,3,999,323,240,224,1556,12,0
1227,02/21/18,4,999,321,240,225,1172,0,0
1228,02/21/18,5,999,322,240,225,1059,0,0
1229,02/21/18,6,998,320,240,229,1298,0,0
1230,02/21/18,7,998,324,234,318,1161,130,0
1231,02/21/18,8,997,331,226,326,973,2589,0
1232,02/21/18,9,999,332,224,282,852,6137,3
1233,02/21/18,10,1001,332,223,262,820,7958,38
1234,02/21/18,11,1000,333,220,255,823,8590,35
1235,02/21/18,12,1001,327,229,276,690,8379,29
1236,02/21/18,13,1000,330,233,280,605,8094,24
1237,02/21/18,14,999,332,237,258,699,8232,27
1238,02/21/18,15,999,334,235,232,951,7843,33
1239,02/21/18,16,999,332,236,232,1288,6538,37
1240,02/21/18,17,999,334,237,255,1672,3475,17
1241,02/21/18,18,999,333,237,391,1620,362,0
1242,02/21/18,19,998,334,240,439,1634,0,0
1243,02/21/18,20,999,336,240,366,2011,0,0
1244,02/21/18,21,999,326,241,317,2133,0,0
1245,02/21/18,22,999,318,239,258,2083,0,0
1246,02/21/18,23,1000,310,240,265,1861,0,0
1247,02/21/18,24,1000,310,242,261,1835,0,0
1248,02/22/18,1,999,310,242,217,2168,0,0
1249,02/22/18,2,998,312,242,214,2636,0,0
1250,02/22/18,3,997,313,243,218,2452,0,0
1251,02/22/18,4,999,312,242,218,2309,0,0
1252,02/22/18,5,997,312,242,217,1727,0,0
1253,02/22/18,6,997,310,242,258,1617,0,0
1254,02/22/18,7,999,317,240,481,1794,155,0
1255,02/22/18,8,995,319,237,501,1783,2828,0
1256,02/22/18,9,990,323,235,336,1991,6694,190
1257,02/22/18,10,987,320,235,287,2363,8262,271
1258,02/22/18,11,986,323,239,271,2708,8756,169
1259,02/22/18,12,987,319,232,272,3040,8220,214
1260,02/22/18,13,986,320,229,271,3614,8036,152
1261,02/22/18,14,987,324,231,275,3614,7770,116
1262,02/22/18,15,987,321,233,290,3621,7614,114
1263,02/22/18,16,989,325,237,288,3652,6575,77
1264,02/22/18,17,990,306,238,320,3375,3105,7
1265,02/22/18,18,992,302,243,356,2847,285,0
1266,02/22/18,19,995,301,245,444,2318,0,0
1267,02/22/18,20,995,302,246,487,1904,0,0
1268,02/22/18,21,997,298,246,483,1707,0,0
1269,02/22/18,22,998,291,246,333,1810,0,0
1270,02/22/18,23,998,280,246,304,1998,0,0
1271,02/22/18,24,998,283,245,238,1836,0,0
1272,02/23/18,1,999,283,245,224,1826,0,0
1273,02/23/18,2,1000,281,246,223,1754,0,0
1274,02/23/18,3,1000,283,244,223,1805,0,0
1275,02/23/18,4,1000,286,241,226,1870,0,0
1276,02/23/18,5,1000,286,241,227,2007,0,0
1277,02/23/18,6,1001,285,243,252,2835,0,0
1278,02/23/18,7,1000,287,247,342,3197,155,0
1279,02/23/18,8,996,292,246,348,3080,2563,0
1280,02/23/18,9,998,298,245,277,3277,6406,36
1281,02/23/18,10,996,297,245,268,3688,7697,73
1282,02/23/18,11,997,300,246,273,3542,7590,85
1283,02/23/18,12,997,283,247,285,3487,7560,156
1284,02/23/18,13,998,278,248,289,3509,8124,95
1285,02/23/18,14,980,278,247,286,3610,7893,57
1286,02/23/18,15,992,282,248,283,3793,7782,53
1287,02/23/18,16,997,290,247,281,3905,7279,45
1288,02/23/18,17,996,295,246,282,3677,4054,14
1289,02/23/18,18,996,295,246,334,2819,412,0
1290,02/23/18,19,998,305,246,399,2508,0,0
1291,02/23/18,20,999,314,242,402,2205,0,0
1292,02/23/18,21,999,310,224,366,1595,0,0
1293,02/23/18,22,998,308,226,321,1269,0,0
1294,02/23/18,23,999,299,225,274,1147,0,0
1295,02/23/18,24,999,298,241,230,840,0,0
1296,02/24/18,1,999,296,243,225,808,0,0
1297,02/24/18,2,999,298,241,220,970,0,0
1298,02/24/18,3,998,299,240,223,1211,0,0
1299,02/24/18,4,997,300,239,222,999,0,0
1300,02/24/18,5,998,300,243,222,1148,0,0
1301,02/24/18,6,998,301,231,259,1243,0,0
1302,02/24/18,7,998,306,225,306,1430,206,0
1303,02/24/18,8,997,310,226,304,1554,3531,8
1304,02/24/18,9,997,312,228,260,1413,7563,102
1305,02/24/18,10,994,310,244,264,1344,9068,162
1306,02/24/18,11,992,311,245,261,1589,9274,200
1307,02/24/18,12,993,306,246,263,2160,9181,218
1308,02/24/18,13,994,307,247,228,3106,8387,259
1309,02/24/18,14,993,311,247,226,3220,8391,102
1310,02/24/18,15,994,312,246,225,3518,8122,78
1311,02/24/18,16,995,317,243,247,3533,7151,36
1312,02/24/18,17,995,318,243,265,3480,4084,30
1313,02/24/18,18,996,317,243,266,3079,486,0
1314,02/24/18,19,996,319,245,309,3006,23,0
1315,02/24/18,20,997,319,244,309,3320,23,0
1316,02/24/18,21,997,315,245,310,3091,22,0
1317,02/24/18,22,998,311,241,269,2984,23,0
1318,02/24/18,23,998,301,243,265,3045,23,0
1319,02/24/18,24,999,299,246,265,2779,0,0
1320,02/25/18,1,999,300,244,219,2429,0,0
1321,02/25/18,2,999,300,245,220,2029,0,0
1322,02/25/18,3,999,300,244,216,1484,0,0
1323,02/25/18,4,998,300,241,218,1081,0,0
1324,02/25/18,5,1000,298,242,220,816,0,0
1325,02/25/18,6,1000,300,241,254,817,0,0
1326,02/25/18,7,1000,305,241,299,721,238,0
1327,02/25/18,8,999,303,241,307,666,3501,34
1328,02/25/18,9,997,305,240,261,860,7463,209
1329,02/25/18,10,998,308,241,260,972,9003,276
1330,02/25/18,11,997,325,239,263,974,9056,325
1331,02/25/18,12,996,332,238,259,939,8757,379
1332,02/25/18,13,994,335,238,222,862,8721,419
1333,02/25/18,14,994,337,239,222,799,8839,416
1334,02/25/18,15,993,341,237,222,783,8894,412
1335,02/25/18,16,994,342,237,241,835,7877,386
1336,02/25/18,17,995,342,238,263,1020,4415,225
1337,02/25/18,18,997,341,238,280,1365,541,0
1338,02/25/18,19,996,343,232,311,1851,0,0
1339,02/25/18,20,997,341,233,313,2482,0,0
1340,02/25/18,21,997,339,240,312,2618,0,0
1341,02/25/18,22,996,334,241,269,2508,0,0
1342,02/25/18,23,995,324,241,263,2801,0,0
1343,02/25/18,24,996,322,242,261,2499,0,0
1344,02/26/18,1,995,323,242,224,2028,0,0
1345,02/26/18,2,995,324,242,223,2040,0,0
1346,02/26/18,3,994,323,242,225,2137,0,0
1347,02/26/18,4,994,323,242,224,2391,0,0
1348,02/26/18,5,995,325,241,224,2410,0,0
1349,02/26/18,6,992,322,241,226,2196,0,0
1350,02/26/18,7,962,327,238,300,1994,279,0
1351,02/26/18,8,961,328,237,307,1678,3401,75
1352,02/26/18,9,963,333,236,264,1559,6794,252
1353,02/26/18,10,961,332,238,258,1362,7883,393
1354,02/26/18,11,962,335,238,277,1625,7653,408
1355,02/26/18,12,963,333,240,282,1967,7270,410
1356,02/26/18,13,961,334,241,230,2292,7128,411
1357,02/26/18,14,961,333,240,219,2634,6948,403
1358,02/26/18,15,962,334,239,284,2609,6404,364
1359,02/26/18,16,963,338,239,290,2533,4984,321
1360,02/26/18,17,985,343,236,290,2325,2276,182
1361,02/26/18,18,1000,338,236,306,1947,206,0
1362,02/26/18,19,999,337,236,378,1553,0,0
1363,02/26/18,20,999,336,235,372,1592,0,0
1364,02/26/18,21,1000,333,234,313,2060,0,0
1365,02/26/18,22,999,328,236,266,1939,0,0
1366,02/26/18,23,999,319,240,263,1971,0,0
1367,02/26/18,24,1000,320,241,264,1799,0,0
1368,02/27/18,1,1000,321,239,211,1907,0,0
1369,02/27/18,2,1000,323,237,205,2023,0,0
1370,02/27/18,3,1000,323,234,207,2167,0,0
1371,02/27/18,4,999,324,233,207,2323,0,0
1372,02/27/18,5,1000,323,233,207,2158,0,0
1373,02/27/18,6,1000,321,233,250,2208,0,0
1374,02/27/18,7,1000,329,233,289,2177,196,0
1375,02/27/18,8,998,333,230,288,2082,2227,0
1376,02/27/18,9,993,338,229,289,2074,4343,0
1377,02/27/18,10,990,336,222,250,2072,5007,46
1378,02/27/18,11,990,333,218,242,2086,5729,53
1379,02/27/18,12,990,331,222,253,2094,6092,55
1380,02/27/18,13,992,335,232,277,2108,6816,53
1381,02/27/18,14,994,337,238,280,2234,6727,56
1382,02/27/18,15,994,338,240,280,2335,6077,61
1383,02/27/18,16,998,336,241,276,2774,5889,62
1384,02/27/18,17,998,341,241,285,2775,3570,1
1385,02/27/18,18,998,339,240,365,2779,492,0
1386,02/27/18,19,997,340,238,369,2931,0,0
1387,02/27/18,20,998,338,239,369,3104,0,0
1388,02/27/18,21,997,334,239,350,2796,0,0
1389,02/27/18,22,997,330,239,277,2648,0,0
1390,02/27/18,23,997,318,239,288,2553,0,0
1391,02/27/18,24,998,317,238,265,2532,0,0
1392,02/28/18,1,997,289,239,189,2564,0,0
1393,02/28/18,2,998,288,239,191,2734,0,0
1394,02/28/18,3,997,290,238,192,2744,0,0
1395,02/28/18,4,997,293,239,188,2243,0,0
1396,02/28/18,5,998,295,239,226,1778,0,0
1397,02/28/18,6,998,297,239,240,1446,0,0
1398,02/28/18,7,999,302,238,307,1397,324,0
1399,02/28/18,8,979,304,235,318,1448,3788,0
1400,02/28/18,9,956,306,235,245,1299,7407,127
1401,02/28/18,10,953,301,233,232,1214,9042,332
1402,02/28/18,11,952,298,231,228,990,9369,415
1403,02/28/18,12,949,291,230,230,930,9125,432
1404,02/28/18,13,949,282,223,239,1223,9034,441
1405,02/28/18,14,948,279,236,204,1889,8876,384
1406,02/28/18,15,948,280,237,208,2344,8100,396
1407,02/28/18,16,948,280,238,239,2537,7255,412
1408,02/28/18,17,948,281,238,244,2574,4170,262
1409,02/28/18,18,965,278,238,286,2349,531,0
1410,02/28/18,19,989,284,238,327,2254,0,0
1411,02/28/18,20,989,284,241,331,2057,0,0
1412,02/28/18,21,989,286,240,288,1876,0,0
1413,02/28/18,22,989,285,241,250,1942,0,0
1414,02/28/18,23,989,273,241,220,1800,0,0
1415,02/28/18,24,989,274,240,224,1564,0,0
1416,03/01/18,1,989,275,241,213,1593,0,0
1417,03/01/18,2,989,276,241,181,1603,0,0
1418,03/01/18,3,988,280,242,179,1640,0,0
1419,03/01/18,4,987,285,240,183,1725,0,0
1420,03/01/18,5,987,289,231,183,1635,0,0
1421,03/01/18,6,987,290,230,229,1493,0,0
1422,03/01/18,7,987,296,233,311,1451,319,0
1423,03/01/18,8,987,304,239,283,1276,2996,0
1424,03/01/18,9,989,306,240,228,1267,6013,3
1425,03/01/18,10,990,304,238,230,1336,7196,46
1426,03/01/18,11,992,304,239,231,1439,7493,33
1427,03/01/18,12,991,303,240,250,1153,7557,24
1428,03/01/18,13,990,302,241,240,1197,7296,24
1429,03/01/18,14,990,298,241,230,1468,6945,157
1430,03/01/18,15,989,300,242,228,2154,6726,349
1431,03/01/18,16,989,307,243,243,2185,5939,383
1432,03/01/18,17,989,306,243,280,2236,3506,255
1433,03/01/18,18,989,305,241,363,1958,441,37
1434,03/01/18,19,990,303,240,373,1739,5,28
1435,03/01/18,20,990,302,242,370,1980,4,28
1436,03/01/18,21,989,296,242,372,2498,0,18
1437,03/01/18,22,992,293,242,254,2742,0,0
1438,03/01/18,23,994,286,242,225,2739,0,0
1439,03/01/18,24,995,287,242,227,2321,0,0
1440,03/02/18,1,995,288,243,220,2120,0,0
1441,03/02/18,2,995,285,243,211,2016,0,0
1442,03/02/18,3,996,287,243,176,1988,0,0
1443,03/02/18,4,996,289,244,209,1984,0,0
1444,03/02/18,5,997,291,243,215,1988,0,0
1445,03/02/18,6,996,287,242,224,1727,0,0
1446,03/02/18,7,996,275,243,297,1524,315,0
1447,03/02/18,8,995,272,242,269,1415,2534,54
1448,03/02/18,9,994,273,242,220,1427,4987,238
1449,03/02/18,10,993,272,240,213,1494,6129,364
1450,03/02/18,11,993,278,241,213,1779,6941,156
1451,03/02/18,12,995,278,242,212,1777,6506,16
1452,03/02/18,13,994,284,242,240,1875,6666,48
1453,03/02/18,14,994,291,243,244,1906,5672,121
1454,03/02/18,15,994,303,243,238,2202,5560,231
1455,03/02/18,16,994,311,242,218,2451,5231,224
1456,03/02/18,17,995,310,243,289,2231,2974,163
1457,03/02/18,18,996,309,243,377,2441,343,6
1458,03/02/18,19,995,308,243,384,2195,0,1
1459,03/02/18,20,996,310,243,380,1905,0,0
1460,03/02/18,21,996,306,243,304,2031,0,0
1461,03/02/18,22,996,300,243,233,2125,0,0
1462,03/02/18,23,996,293,242,211,1919,0,0
1463,03/02/18,24,996,294,242,212,1725,0,0
1464,03/03/18,1,995,294,244,204,1819,0,0
1465,03/03/18,2,995,294,244,166,1752,0,0
1466,03/03/18,3,997,295,244,169,1602,0,0
1467,03/03/18,4,996,295,243,169,1529,0,0
1468,03/03/18,5,996,297,243,167,1612,0,0
1469,03/03/18,6,996,294,242,206,1467,0,0
1470,03/03/18,7,996,304,241,249,1251,361,0
1471,03/03/18,8,997,309,241,257,1066,2574,1
1472,03/03/18,9,996,308,241,218,1417,4940,76
1473,03/03/18,10,995,309,239,209,1698,5857,44
1474,03/03/18,11,995,309,229,209,1942,6451,45
1475,03/03/18,12,996,309,234,205,2450,6988,46
1476,03/03/18,13,996,309,242,171,2550,6967,55
1477,03/03/18,14,995,310,243,175,2677,6557,25
1478,03/03/18,15,995,309,244,178,2524,5534,8
1479,03/03/18,16,995,310,244,191,2626,4551,7
1480,03/03/18,17,995,309,243,234,2428,2214,1
1481,03/03/18,18,995,311,243,268,2277,359,0
1482,03/03/18,19,996,310,242,350,2170,5,0
1483,03/03/18,20,996,310,243,332,2490,7,0
1484,03/03/18,21,997,310,243,305,2900,0,0
1485,03/03/18,22,997,306,243,258,3378,0,0
1486,03/03/18,23,998,297,242,199,3645,0,0
1487,03/03/18,24,998,296,243,194,3626,0,0
1488,03/04/18,1,998,296,243,191,3201,0,0
1489,03/04/18,2,999,296,243,189,2767,0,0
1490,03/04/18,3,999,297,242,192,2590,0,0
1491,03/04/18,4,999,297,242,192,2291,0,0
1492,03/04/18,5,999,297,242,190,2133,0,0
1493,03/04/18,6,999,298,241,192,1910,0,0
1494,03/04/18,7,999,307,240,234,1702,476,0
1495,03/04/18,8,999,309,240,222,1723,4374,3
1496,03/04/18,9,997,310,240,153,2097,7998,300
1497,03/04/18,10,996,311,240,148,2502,8497,526
1498,03/04/18,11,997,308,239,148,2646,8526,542
1499,03/04/18,12,996,310,241,150,2167,8563,531
1500,03/04/18,13,996,310,238,165,1594,8700,526
1501,03/04/18,14,996,308,239,168,1614,8556,532
1502,03/04/18,15,995,309,240,172,1724,8220,542
1503,03/04/18,16,995,309,241,171,1733,7186,493
1504,03/04/18,17,995,310,241,208,1437,4939,374
1505,03/04/18,18,994,309,241,269,1118,783,33
1506,03/04/18,19,995,310,240,317,935,0,0
1507,03/04/18,20,995,311,239,299,889,0,0
1508,03/04/18,21,996,311,239,250,1020,0,0
1509,03/04/18,22,995,305,238,209,971,0,0
1510,03/04/18,23,996,297,235,195,992,0,0
1511,03/04/18,24,996,297,235,195,895,0,0
1512,03/05/18,1,997,296,236,197,875,0,0
1513,03/05/18,2,998,296,236,196,792,0,0
1514,03/05/18,3,998,296,236,200,763,0,0
1515,03/05/18,4,998,296,237,197,867,0,0
1516,03/05/18,5,998,296,232,197,1037,0,0
1517,03/05/18,6,998,294,232,199,1193,0,0
1518,03/05/18,7,997,300,231,246,1461,572,0
1519,03/05/18,8,996,293,231,235,1500,4531,62
1520,03/05/18,9,994,296,231,207,1369,8406,408
1521,03/05/18,10,994,295,233,199,1584,9223,525
1522,03/05/18,11,994,258,231,197,1465,9795,535
1523,03/05/18,12,995,246,233,203,1324,9686,532
1524,03/05/18,13,995,245,233,226,1067,9730,525
1525,03/05/18,14,994,251,233,225,866,9762,530
1526,03/05/18,15,993,284,231,227,697,9310,547
1527,03/05/18,16,993,300,231,236,719,7767,524
1528,03/05/18,17,995,302,225,240,784,4300,304
1529,03/05/18,18,996,304,231,331,658,564,7
1530,03/05/18,19,996,304,232,338,764,0,0
1531,03/05/18,20,996,303,232,340,810,0,0
1532,03/05/18,21,997,304,232,343,894,0,0
1533,03/05/18,22,996,297,232,241,1061,0,0
1534,03/05/18,23,996,288,232,224,988,0,0
1535,03/05/18,24,998,294,232,217,887,0,0
1536,03/06/18,1,998,293,231,196,825,0,0
1537,03/06/18,2,998,292,232,196,720,0,0
1538,03/06/18,3,997,295,232,196,756,0,0
1539,03/06/18,4,997,293,233,196,813,0,0
1540,03/06/18,5,997,294,233,182,829,0,0
1541,03/06/18,6,994,294,232,208,723,0,0
1542,03/06/18,7,994,301,232,266,770,399,0
1543,03/06/18,8,994,303,230,226,798,4024,80
1544,03/06/18,9,992,307,226,214,867,7375,284
1545,03/06/18,10,991,304,228,215,865,8782,523
1546,03/06/18,11,991,299,229,211,811,9163,518
1547,03/06/18,12,990,297,234,213,743,8842,514
1548,03/06/18,13,989,307,235,234,716,9271,500
1549,03/06/18,14,989,310,234,201,620,9156,521
1550,03/06/18,15,989,307,235,208,563,8672,522
1551,03/06/18,16,989,310,235,251,374,7981,502
1552,03/06/18,17,991,313,232,295,315,5050,338
1553,03/06/18,18,993,310,236,303,333,930,20
1554,03/06/18,19,994,309,237,313,368,0,0
1555,03/06/18,20,995,309,239,275,183,0,0
1556,03/06/18,21,995,307,240,270,294,0,0
1557,03/06/18,22,995,301,239,249,445,0,0
1558,03/06/18,23,995,293,238,219,402,0,0
1559,03/06/18,24,996,294,237,215,267,0,0
1560,03/07/18,1,996,290,236,185,235,0,0
1561,03/07/18,2,995,290,236,182,190,0,0
1562,03/07/18,3,996,291,239,182,201,0,0
1563,03/07/18,4,994,289,240,183,142,0,0
1564,03/07/18,5,966,287,239,186,97,0,0
1565,03/07/18,6,967,291,239,221,54,0,0
1566,03/07/18,7,967,292,238,270,69,254,0
1567,03/07/18,8,965,286,236,272,133,1317,0
1568,03/07/18,9,962,288,234,237,209,2329,0
1569,03/07/18,10,961,287,232,224,330,3440,0
1570,03/07/18,11,960,289,232,224,405,5008,0
1571,03/07/18,12,959,289,232,226,447,5824,0
1572,03/07/18,13,968,289,237,243,377,6281,0
1573,03/07/18,14,984,289,239,243,294,6236,0
1574,03/07/18,15,964,290,238,246,217,5460,0
1575,03/07/18,16,987,293,238,245,216,4450,0
1576,03/07/18,17,990,295,238,243,156,2630,0
1577,03/07/18,18,992,298,238,286,142,500,0
1578,03/07/18,19,998,298,238,342,271,0,0
1579,03/07/18,20,999,296,238,307,553,0,0
1580,03/07/18,21,996,283,236,273,889,0,0
1581,03/07/18,22,993,260,237,225,976,0,0
1582,03/07/18,23,992,251,235,173,1188,0,0
1583,03/07/18,24,992,252,238,176,1491,0,0
1584,03/08/18,1,993,252,238,187,1424,0,0
1585,03/08/18,2,993,253,238,192,1283,0,0
1586,03/08/18,3,993,253,239,193,1400,0,0
1587,03/08/18,4,993,254,240,193,1461,0,0
1588,03/08/18,5,990,251,240,204,1531,0,0
1589,03/08/18,6,991,248,238,246,1712,0,0
1590,03/08/18,7,993,258,240,296,1528,374,0
1591,03/08/18,8,994,259,238,248,1385,3231,0
1592,03/08/18,9,992,259,237,242,1344,6342,127
1593,03/08/18,10,991,261,236,244,1733,7560,105
1594,03/08/18,11,990,266,235,242,2027,8158,170
1595,03/08/18,12,984,265,238,243,1761,8522,203
1596,03/08/18,13,978,267,239,269,1776,8488,261
1597,03/08/18,14,976,267,239,282,1955,8603,368
1598,03/08/18,15,978,267,239,287,2086,8102,464
1599,03/08/18,16,983,269,240,293,1961,7138,545
1600,03/08/18,17,985,271,241,290,1968,4345,433
1601,03/08/18,18,988,268,241,370,2008,868,37
1602,03/08/18,19,989,265,242,376,2344,53,0
1603,03/08/18,20,991,269,241,375,2282,0,0
1604,03/08/18,21,993,272,241,316,2207,0,0
1605,03/08/18,22,993,269,242,278,2543,0,0
1606,03/08/18,23,994,248,242,263,2903,0,0
1607,03/08/18,24,995,251,242,263,2914,0,0
1608,03/09/18,1,995,252,241,220,3063,0,0
1609,03/09/18,2,995,250,242,219,3211,0,0
1610,03/09/18,3,996,253,242,218,3020,0,0
1611,03/09/18,4,996,251,221,216,3263,0,0
1612,03/09/18,5,996,253,226,222,3369,0,0
1613,03/09/18,6,995,253,230,223,3107,0,0
1614,03/09/18,7,996,260,235,257,2508,619,0
1615,03/09/18,8,995,265,234,299,1985,4512,117
1616,03/09/18,9,994,266,228,263,1951,7917,448
1617,03/09/18,10,991,267,228,242,1649,8989,548
1618,03/09/18,11,990,270,229,267,1642,9319,538
1619,03/09/18,12,988,268,237,270,2042,9110,523
1620,03/09/18,13,987,269,240,271,2384,8522,502
1621,03/09/18,14,987,270,241,271,2534,7946,456
1622,03/09/18,15,986,270,239,271,2592,6753,229
1623,03/09/18,16,986,272,240,269,2514,4785,149
1624,03/09/18,17,986,273,241,278,2580,1998,20
1625,03/09/18,18,988,268,241,354,2257,471,0
1626,03/09/18,19,989,268,242,403,2055,174,0
1627,03/09/18,20,990,268,241,405,2207,62,0
1628,03/09/18,21,990,263,241,369,2291,0,0
1629,03/09/18,22,991,261,241,276,2427,0,0
1630,03/09/18,23,991,251,241,258,2596,0,0
1631,03/09/18,24,992,251,242,260,2632,0,0
1632,03/10/18,1,993,251,242,260,2884,0,0
1633,03/10/18,2,993,252,242,259,3113,0,0
1634,03/10/18,3,993,254,241,260,2888,0,0
1635,03/10/18,4,993,257,242,260,2592,0,0
1636,03/10/18,5,992,267,243,260,2000,0,0
1637,03/10/18,6,993,278,243,260,1698,0,0
1638,03/10/18,7,993,290,242,275,1725,81,0
1639,03/10/18,8,993,298,239,272,1066,753,0
1640,03/10/18,9,992,299,240,272,1023,1219,0
1641,03/10/18,10,992,302,244,269,940,1662,0
1642,03/10/18,11,991,302,246,269,941,2388,0
1643,03/10/18,12,989,302,244,271,826,3252,0
1644,03/10/18,13,988,304,245,270,690,3327,0
1645,03/10/18,14,987,303,246,274,845,2284,0
1646,03/10/18,15,988,301,246,271,906,1407,0
1647,03/10/18,16,988,302,246,273,787,787,0
1648,03/10/18,17,990,301,246,279,841,356,0
1649,03/10/18,18,989,302,246,357,843,16,0
1650,03/10/18,19,989,303,246,409,894,0,0
1651,03/10/18,20,990,302,247,404,850,0,0
1652,03/10/18,21,991,299,247,370,850,0,0
1653,03/10/18,22,992,294,246,315,1189,0,0
1654,03/10/18,23,991,282,245,260,1346,0,0
1655,03/10/18,24,993,283,244,251,1112,0,0
1656,03/11/18,1,992,284,243,272,995,0,0
1657,03/11/18,2,993,285,246,257,999,0,0
1658,03/11/18,3,992,284,246,259,990,0,0
1659,03/11/18,4,992,283,246,261,981,0,0
1660,03/11/18,5,993,284,246,259,840,0,0
1661,03/11/18,6,993,285,245,260,742,0,0
1662,03/11/18,7,994,289,244,276,693,0,0
1663,03/11/18,8,995,298,245,275,655,427,0
1664,03/11/18,9,994,304,244,266,668,2657,0
1665,03/11/18,10,993,303,244,233,634,4469,0
1666,03/11/18,11,991,303,244,232,404,5822,0
1667,03/11/18,12,989,305,244,231,344,6735,0
1668,03/11/18,13,988,306,243,229,290,6847,0
1669,03/11/18,14,987,304,241,231,232,6709,0
1670,03/11/18,15,986,303,240,229,135,6680,0
1671,03/11/18,16,985,302,240,265,156,6956,0
1672,03/11/18,17,985,302,240,279,122,6154,0
1673,03/11/18,18,985,299,241,360,96,3583,0
1674,03/11/18,19,981,299,242,360,99,540,0
1675,03/11/18,20,978,299,243,364,85,0,0
1676,03/11/18,21,975,298,243,362,61,0,0
1677,03/11/18,22,956,293,242,360,101,0,0
1678,03/11/18,23,941,282,242,263,251,0,0
1679,03/11/18,24,942,280,242,243,243,0,0
1680,03/12/18,1,942,280,243,246,241,0,0
